,band1,exposure1,time1,psfMag11,psfMag12,psfMagErr11,psfMagErr12,apMag11,apMag12,apMagErr11,apMagErr12,band2,exposure2,time2,psfMag21,psfMag22,psfMagErr21,psfMagErr22,apMag21,apMag22,apMagErr21,apMagErr22,dt,airmassb1,airmassb2,deltapsfmag_s12b1,deltapsfmagErr_s12b1,deltaapmag_s12b1,deltaapmagErr_s12b1,deltapsfmag_s12b2,deltapsfmagErr_s12b2,deltaapmag_s12b2,deltaapmagErr_s12b2,psfcol12_s1,psfcol12Err_s1,apcol12_s1,apcol12Err_s1,psfcol12_s2,psfcol12Err_s2,apcol12_s2,apcol12Err_s2,psfcol12_s12,psfcol12Err_s12,apcol12_s12,apcol12Err_s12,psfmagmax_s12b1,psfmagmax_s12b2,apmagmax_s12b1,apmagmax_s12b2,index,DATE-OBS,id,BITPIX,NAXIS,NAXIS1,NAXIS2,EXTEND,TARGET,REDSHIFT,GRATING,ROTANGLE,D2CCD,LSHIFT,PARANGLE,TARGETX,TARGETY,LBDA_REF,PSF_REG,TRACE_R,MEANFWHM,PIXSHIFT,CHI2_FIT,A2_FIT,AM_FIT,VERSION,CCD_REBIN,CONFIG,EXPTIME,AIRMASS,DEC,HA,OUTTEMP,OUTPRESS,OUTHUM,FILTER,CAM_ROT,S_X0,S_Y0,S_XMIN,S_XMAX,S_YMIN,S_YMAX,S_NX,S_NY,S_DEG,S_SAT,S_ORDER,A1_x,A1_err_x,A2_x,A2_err_x,A3,A3_err,VAOD_x,VAOD_err_x,angstrom_exp_x,angstrom_exp_err_x,ozone [db]_x,ozone [db]_err_x,PWV [mm]_x,PWV [mm]_err_x,B_x,B_err_x,A_star,A_star_err,D_CCD [mm]_x,D_CCD [mm]_err_x,shift_x [pix],shift_x [pix]_err,shift_y [pix],shift_y [pix]_err,angle [deg],angle [deg]_err,x_c_0_1,x_c_0_1_err,x_c_1_1,x_c_1_1_err,x_c_2_1,x_c_2_1_err,y_c_0_1,y_c_0_1_err,y_c_1_1,y_c_1_1_err,y_c_2_1,y_c_2_1_err,gamma_0_1,gamma_0_1_err,gamma_1_1,gamma_1_1_err,gamma_2_1,gamma_2_1_err,alpha_0_1,alpha_0_1_err,alpha_1_1,alpha_1_1_err,alpha_2_1,alpha_2_1_err,saturation_0_1,saturation_0_1_err,x_c_0_2,x_c_0_2_err,x_c_1_2,x_c_1_2_err,x_c_2_2,x_c_2_2_err,y_c_0_2,y_c_0_2_err,y_c_1_2,y_c_1_2_err,y_c_2_2,y_c_2_2_err,gamma_0_2,gamma_0_2_err,gamma_1_2,gamma_1_2_err,gamma_2_2,gamma_2_2_err,alpha_0_2,alpha_0_2_err,alpha_1_2,alpha_1_2_err,alpha_2_2,alpha_2_2_err,saturation_0_2,saturation_0_2_err,x_c_0_3,x_c_0_3_err,x_c_1_3,x_c_1_3_err,x_c_2_3,x_c_2_3_err,y_c_0_3,y_c_0_3_err,y_c_1_3,y_c_1_3_err,y_c_2_3,y_c_2_3_err,gamma_0_3,gamma_0_3_err,gamma_1_3,gamma_1_3_err,gamma_2_3,gamma_2_3_err,alpha_0_3,alpha_0_3_err,alpha_1_3,alpha_1_3_err,alpha_2_3,alpha_2_3_err,saturation_0_3,saturation_0_3_err,A1_y,A1_err_y,A2_y,A2_err_y,VAOD_y,VAOD_err_y,angstrom_exp_y,angstrom_exp_err_y,ozone [db]_y,ozone [db]_err_y,PWV [mm]_y,PWV [mm]_err_y,reso [nm],reso [nm]_err,D_CCD [mm]_y,D_CCD [mm]_err_y,alpha_pix [pix],alpha_pix [pix]_err,B_y,B_err_y,Time,dt_abs_specphot,td_rel_specphot
0,g,2023112700293,2023-11-28 06:39:00.978991104,15.77631531903425,12.781627317703048,0.0063331140866921,0.0026383911443031,-12.285215783156257,-15.290789999986188,0.010133536689412633,0.0006361087323455045,r,2023112700294,2023-11-28 06:39:47.577990912,15.286080812322906,12.792486946921354,0.0050374691568483,0.0021959920743096,-12.577285274666414,-15.07683344603078,0.007469180215593533,0.0007472289158444779,46.598999,1.0868398144820397,1.0855884044187591,2.994688001331202,0.006860717299626543,3.005574216829931,0.01015348216894274,2.493593865401552,0.005495314067151077,2.4995481713643652,0.007506464157357176,0.49023450671134405,0.00809224502479107,0.2920694915101567,0.012588773527579476,-0.010859629218305855,0.003432708700249353,-0.21395655395540913,0.000981318180836531,0.5010941359296499,0.008790217207897846,0.5060260454655658,0.012626963383994036,15.77631531903425,15.286080812322906,-12.285215783156257,-12.577285274666414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,g,2023121500488,2023-12-16 05:48:58.151994880,15.791656841437078,12.815720432305506,0.0056722697025835,0.0023892884354912,-12.237204626053344,-15.223619496529574,0.008494544772714724,0.000542717919721096,r,2023121500489,2023-12-16 05:49:44.865501952,15.293534593278144,12.82508231069428,0.004771141808173,0.0022455424628293,-12.551206442156689,-15.0366520758255,0.006621010445535772,0.0006710363083735454,46.713507,1.0572100861624132,1.0562423610734717,2.975936409131572,0.006154944581945372,2.9864148704762297,0.008511864286749491,2.468452282583865,0.005273163671465717,2.485445633668812,0.006654928177452361,0.4981222481589338,0.007412046797784201,0.3140018161033442,0.010770100752339732,-0.009361878388773448,0.0032788961832210337,-0.18696742070407346,0.0008630367706778141,0.5074841265477072,0.00810491196206871,0.5009692368074177,0.010804624134281158,15.791656841437078,15.293534593278144,-12.237204626053344,-12.551206442156689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,g,2024022000263,2024-02-21 01:19:25.365496064,15.944168395878254,13.73190209352254,0.0056471673845485,0.0026877131065526,-12.305357901045761,-15.272907158605182,0.00874887140783826,0.0005687643017020014,r,2024022000268,2024-02-21 01:24:08.909498112,15.334727052897666,12.91773295871616,0.004594278765171,0.0021780190417532,-12.583835110141921,-15.063529061141658,0.006784550033282209,0.0006912632504659457,283.544002,1.06508441467578,1.0589761906201176,2.2122663023557134,0.006254142724006461,2.967549257559421,0.008767339604565366,2.416994094181506,0.005084404027842466,2.479693950999737,0.0068196747749107774,0.6094413429805883,0.007279965442308741,0.2784772090961596,0.011071263255157445,0.8141691348063809,0.0034594173916100606,-0.20937809746352443,0.000895174682581735,0.2047277918257926,0.008060115726872888,0.487855306559684,0.011107394283869405,15.944168395878254,15.334727052897666,-12.305357901045761,-12.583835110141921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,g,2024031300217,2024-03-14 05:32:38.862006016,15.784196255194082,12.82408831503499,0.006286068207229,0.0030196509735861,-12.173273281529536,-15.14492404539566,0.008939062085744435,0.0005789374556276412,r,2024031300218,2024-03-14 05:33:25.638999040,15.298712697010098,12.797151883231914,0.0048258977110116,0.0019952445094394,-12.506664001340235,-14.999919145215959,0.006878492806148595,0.0006921356671015087,46.776993,1.6028737042204102,1.6082851036523245,2.9601079401590926,0.006973732537760156,2.9716507638661245,0.008957789880898204,2.501560813778184,0.005222096262000067,2.4932551438757233,0.006913227543334012,0.4854835581839847,0.007924893830398122,0.33339071981069957,0.011279206277794178,0.026936431803076033,0.0036192944968222126,-0.14500490017970158,0.0009023415978456591,0.45854712638090867,0.008712246259020102,0.47839561999040114,0.011315242578762253,15.784196255194082,15.298712697010098,-12.173273281529536,-12.506664001340235,3109.0,2024-03-14 05:47:06.608499041+00:00,2024031300231.0,-64.0,2.0,1137.0,3.0,True,HD185975,-6.5e-05,holo4_003,0.1275729760307043,187.0129031567117,0.0,-120.1498033573052,100.72756098803582,877.3405463637082,619.6434547793207,29.32158886771794,58.32105892281761,6.149750480658902,1.0285456581115917,13.663061336341121,0.0,2.06227433993007,3.1.0,2.0,,60.0,2.06227433993007,-87.4660075174768,-118.8959452761695,18.7999992370605,742.85,6.22499990463257,empty,-59.030707624807974,-416.47875462066344,19.340546363708214,514.0,1651.0,858.0,903.0,1137.0,45.0,2.0,11333.333333333334,1.0,0.6980587178653378,0.0004005235372199127,1.0,0.0,0.0,0.0,0.0,0.0003357888022705918,0.9714534066692004,0.0,263.79154036492247,1.094153159935552,2.811856786626692,0.009577878782884977,1.0,0.0,1.0,0.0,186.92647703020714,0.0032588832995030974,1.156353065217633,0.01677779232295486,0.05405411578635229,0.0,0.13013062955798457,0.0,985.5112644361891,0.0,568.0197944856819,0.0,-0.01952641488191216,0.0,-0.11282902203071593,0.00034882596359005273,-0.022128131780227024,0.0008010345682967523,0.8308542934241615,0.0020093122754694195,5.378054262910299,0.0023115947239765815,-2.494170016304977,0.00504493520310992,0.3298575801321983,0.013159120991991765,2.5541711142512384,0.0010072772334665948,-0.5789144009862758,0.002168694101277058,-0.23584217569908217,0.005617052748453966,11333.33333333339,0.0,985.5112644361891,0.0,568.0197944856819,0.0,-0.01952641488191216,0.0,0.3805103947638442,0.07393769228109559,-2.63828822878749,0.24705284181533624,-2.796092792989666,0.2037324186104543,7.085714865074721,0.023931987924359854,0.0,0.0,0.0,0.0,3.0177223755333906,0.011424108568874073,0.0,0.0,0.0,0.0,11333.33333333339,0.0,985.5112644361891,0.0,568.0197944856819,0.0,-0.01952641488191216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.489741839448776,0.0,0.0,0.0,0.0,0.0,2.5974594401421354,0.0,0.0,0.0,0.0,0.0,11333.33333333339,0.0,0.7063032947888701,0.000681286141846815,0.0,0.0,3.4329935459168496e-07,0.0005839199287156944,3.0,0.0,284.19447847622416,5.580049169232111,3.1696444950732907,0.03164682849867015,2.8788983147395935,0.038913428024124064,186.82986972945503,0.007796020842884912,1.0285456581115917,0.0,0.0,0.0,2024-03-14 05:47:06.608499041+00:00,867.746493,867.746493
4,g,2024031400229,2024-03-15 05:06:17.443503104,15.80294500954736,12.829028446886596,0.0058005393193757,0.0024921683086477,-12.232080833735674,-15.203259102852167,0.008303782050369617,0.0005380276980927126,r,2024031400230,2024-03-15 05:07:04.092491008,15.30888112600852,12.817381122428865,0.0047475024762295,0.0020129079934333,-12.54386954336178,-15.032386877290376,0.006568963881655247,0.0006638805428007883,46.648987,1.4655294349429833,1.4697853492942523,2.9739165626607633,0.0063132526699199555,2.9711782691164927,0.008321194033548047,2.491500003579656,0.005156605312784071,2.4885173339285966,0.00660242560379143,0.4940638835388391,0.0074956678259798,0.3117887096261054,0.010587921553285697,0.011647324457731756,0.0032035451407238847,-0.1708722255617907,0.0008545239487717195,0.48241655908110737,0.008151548173573187,0.4826609351878961,0.010622348798526445,15.80294500954736,15.30888112600852,-12.232080833735674,-12.54386954336178,3121.0,2024-03-15 05:24:36.211006237+00:00,2024031400247.0,-64.0,2.0,1136.0,3.0,True,HD185975,-6.5e-05,holo4_003,0.12607632139625424,187.10270954096,0.0,-124.58035480923299,105.78023204799213,877.2652303285182,619.6434547793207,18.869048466628072,60.16021637190617,4.923119438873688,1.117712314954241,7.010497910886793,0.0,2.07326691828503,3.1.0,2.0,,60.0,2.07326691828503,-87.4715268782969,-123.39214868138947,18.4249992370605,742.85,3.57500004768372,empty,-54.46802518808198,-417.7141592624414,19.265230328518257,520.0,1656.0,858.0,903.0,1136.0,45.0,2.0,11333.333333333334,1.0,0.726194007698867,0.0002674843938191406,1.0,0.0,0.0,0.0,0.0013296325979097927,0.00022730835592267297,1.6093326822005762,0.0,276.19864396140304,1.1199258521098638,2.098576458989845,0.008125146652660897,1.0,0.0,1.0,0.0,187.06825041372352,0.0035215133865920847,0.5404496810920774,0.017309929110719855,-0.39799200855782507,0.0,0.13194064163524308,0.0,986.3368228466037,0.0,567.5195557099653,0.0,-0.01927993798540321,0.0,-0.1577895791573308,0.0003012671561327209,-0.07326319340090315,0.0006678375551577298,0.9502525808539056,0.0016890981876266477,3.74378980000555,0.0014732687183299379,-1.65981908706688,0.0032081495988227045,0.6837630122461805,0.008384483309901289,2.148985901734849,0.0006428228425450175,-0.40410056912820624,0.0013811171515629615,-0.04036540173176392,0.0035710094764404504,11333.333333333369,0.0,986.3368228466037,0.0,567.5195557099653,0.0,-0.01927993798540321,0.0,0.8672249128185604,0.06871350242135801,-2.42589736673667,0.22561544686524249,-2.746714674993305,0.1831425850306635,4.11603997247078,0.008929236235268883,0.0,0.0,0.0,0.0,2.0668245759113613,0.003504523715424108,0.0,0.0,0.0,0.0,11333.333333333369,0.0,986.3368228466037,0.0,567.5195557099653,0.0,-0.01927993798540321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80195923184196,0.0,0.0,0.0,0.0,0.0,2.174644652809531,0.0,0.0,0.0,0.0,0.0,11333.333333333369,0.0,0.7294356185248085,0.0006946842563337739,0.0,0.0,0.0023773003353126107,0.0005699380907139847,3.0,0.0,305.8188153298477,5.533517576783267,2.1581170563888836,0.02844936325048658,1.9455308363354624,0.0424410543177904,186.84607227414014,0.007692102597162474,1.117712314954241,0.0,0.0,0.0,2024-03-15 05:24:36.211006237+00:00,1098.767503,1098.767503
5,g,2024032100255,2024-03-22 04:44:33.202998016,15.793655050629244,12.83696153074703,0.0058349002713931,0.0025585941534957,-12.214458699999797,-15.198849911701638,0.009922423554206522,0.0006351280258285979,r,2024032100256,2024-03-22 04:45:19.915004928,15.29144274476378,12.798564560801513,0.0046672801666172,0.0020184753335296,-12.534945714270604,-15.021153343505993,0.007260554047238702,0.0007353374944068149,46.712006,1.4975977734476864,1.5021203200445,2.9566935198822133,0.0063712216426212685,2.9843912117018405,0.009942729846388531,2.492878183962267,0.005085051310042575,2.4862076292353894,0.0072976959585580705,0.5022123058654646,0.007471918450491919,0.3204870142708067,0.012295126443511946,0.03839696994551822,0.0032589333706551605,-0.1776965681956444,0.0009716526333383885,0.4638153359199464,0.00815169994818083,0.4981835824664511,0.012333460305276055,15.793655050629244,15.29144274476378,-12.214458699999797,-12.534945714270604,3146.0,2024-03-22 05:06:55.780495228+00:00,2024032100277.0,-64.0,2.0,1136.0,3.0,True,HD185975,-6.5e-05,holo4_003,0.12471864256551642,187.0644543375152,0.0,-122.34940034865272,99.32987505560823,877.1898629771661,619.6434547793207,0.8574730683694836,215.17948408166373,4.096621613892511,1.1504489276707996,40.11796684669799,0.0,2.06770726694565,3.1.0,2.0,,60.0,2.06770726694565,-87.4667273859,-121.12635917456348,15.5249996185303,744.95,19.1375007629395,empty,-56.88332191726897,-417.2088685532895,19.1898629771661,513.0,1649.0,858.0,903.0,1136.0,45.0,2.0,11333.333333333334,1.0,0.7026300586075483,0.00019859218430906482,1.0,0.0,0.0,0.0,0.0,0.0001641923230653911,2.2385502456849644,0.0,296.3384406346725,1.158977826518274,7.300485006952485,0.015754670607339732,1.0,0.0,1.0,0.0,186.93517103978158,0.0025002862087904936,1.1078720032581795,0.012334928904013207,-0.4198048636171963,0.0,0.1415212037773833,0.0,985.8638588146739,0.0,567.5196249880779,0.0,-0.019342461673029054,0.0,-0.18849600723988297,0.00022868958658448502,-0.16365467384262572,0.00046123766322609495,1.0997598488626468,0.0012122605746143406,3.9970776422661776,0.001602461261469284,-3.1504065913903174,0.00374949037205444,-0.054357175999939646,0.007686198160563019,2.995879772129538,0.0011989672233779117,-1.4888332173147694,0.002810550424237838,-0.4604927895123194,0.005554292859746886,11333.333333333369,0.0,985.8638588146739,0.0,567.5196249880779,0.0,-0.019342461673029054,0.0,2.930624822754225,0.036499308836453914,5.104488437755376,0.12019677991984928,4.028574325665478,0.09791416777863567,3.4641311262793075,0.005960221087085641,0.0,0.0,0.0,0.0,2.5474993742109935,0.004254176017853185,0.0,0.0,0.0,0.0,11333.333333333369,0.0,985.8638588146739,0.0,567.5196249880779,0.0,-0.019342461673029054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2130733718162245,0.0,0.0,0.0,0.0,0.0,3.1608656266355135,0.0,0.0,0.0,0.0,0.0,11333.333333333369,0.0,0.8658020817960003,0.0007396964730675746,0.0,0.0,0.1,0.0,0.05282968736193652,0.010140608905982484,344.2601154499333,5.6069428903992735,7.485806607179226,0.04802171040960782,1.8253847291337908,0.025800697285351323,186.80703932179054,0.00409028569443721,1.1504489276707996,0.0,0.0,0.0,2024-03-22 05:06:55.780495228+00:00,1342.577497,1342.577497
6,g,2024032100259,2024-03-22 04:48:32.448495104,15.815080503350217,12.86606533595048,0.0061540754344594,0.0033028967562606,-12.226680128936792,-15.196394722249442,0.009682555305221918,0.0006282089927089273,r,2024032100256,2024-03-22 04:45:19.915004928,15.29144274476378,12.798564560801513,0.0046672801666172,0.0020184753335296,-12.534945714270604,-15.021153343505993,0.007260554047238702,0.0007353374944068149,-192.533491,1.5207337764000066,1.5021203200445,2.949015167399736,0.006984394851061432,2.9697145933126503,0.009702913159314654,2.492878183962267,0.005085051310042575,2.4862076292353894,0.0072976959585580705,0.5236377585864371,0.007723739289147125,0.3082655853338121,0.012102376721601232,0.06750077514896802,0.003870835782435652,-0.1752413787434488,0.0009671441305208121,0.4561369834374691,0.008639416546347279,0.4835069640772609,0.012140959191132974,15.815080503350217,15.29144274476378,-12.226680128936792,-12.534945714270604,3146.0,2024-03-22 05:06:55.780495228+00:00,2024032100277.0,-64.0,2.0,1136.0,3.0,True,HD185975,-6.5e-05,holo4_003,0.12471864256551642,187.0644543375152,0.0,-122.34940034865272,99.32987505560823,877.1898629771661,619.6434547793207,0.8574730683694836,215.17948408166373,4.096621613892511,1.1504489276707996,40.11796684669799,0.0,2.06770726694565,3.1.0,2.0,,60.0,2.06770726694565,-87.4667273859,-121.12635917456348,15.5249996185303,744.95,19.1375007629395,empty,-56.88332191726897,-417.2088685532895,19.1898629771661,513.0,1649.0,858.0,903.0,1136.0,45.0,2.0,11333.333333333334,1.0,0.7026300586075483,0.00019859218430906482,1.0,0.0,0.0,0.0,0.0,0.0001641923230653911,2.2385502456849644,0.0,296.3384406346725,1.158977826518274,7.300485006952485,0.015754670607339732,1.0,0.0,1.0,0.0,186.93517103978158,0.0025002862087904936,1.1078720032581795,0.012334928904013207,-0.4198048636171963,0.0,0.1415212037773833,0.0,985.8638588146739,0.0,567.5196249880779,0.0,-0.019342461673029054,0.0,-0.18849600723988297,0.00022868958658448502,-0.16365467384262572,0.00046123766322609495,1.0997598488626468,0.0012122605746143406,3.9970776422661776,0.001602461261469284,-3.1504065913903174,0.00374949037205444,-0.054357175999939646,0.007686198160563019,2.995879772129538,0.0011989672233779117,-1.4888332173147694,0.002810550424237838,-0.4604927895123194,0.005554292859746886,11333.333333333369,0.0,985.8638588146739,0.0,567.5196249880779,0.0,-0.019342461673029054,0.0,2.930624822754225,0.036499308836453914,5.104488437755376,0.12019677991984928,4.028574325665478,0.09791416777863567,3.4641311262793075,0.005960221087085641,0.0,0.0,0.0,0.0,2.5474993742109935,0.004254176017853185,0.0,0.0,0.0,0.0,11333.333333333369,0.0,985.8638588146739,0.0,567.5196249880779,0.0,-0.019342461673029054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2130733718162245,0.0,0.0,0.0,0.0,0.0,3.1608656266355135,0.0,0.0,0.0,0.0,0.0,11333.333333333369,0.0,0.8658020817960003,0.0007396964730675746,0.0,0.0,0.1,0.0,0.05282968736193652,0.010140608905982484,344.2601154499333,5.6069428903992735,7.485806607179226,0.04802171040960782,1.8253847291337908,0.025800697285351323,186.80703932179054,0.00409028569443721,1.1504489276707996,0.0,0.0,0.0,2024-03-22 05:06:55.780495228+00:00,1103.332,1103.332
7,g,2024040500129,2024-04-06 02:34:47.426494976,15.77549756403928,12.80371024118292,0.005516357668005,0.0021635311671206,-12.285436011325272,-15.244220540523127,0.008027987104513443,0.0005261297437672211,r,2024040500130,2024-04-06 02:35:34.354501888,15.27081105797875,12.835119651363753,0.004874612844267,0.0025614884612434,-12.557077905719417,-15.041200526075107,0.006533265508274125,0.000662950740269705,46.928006,1.2047379227215669,1.206976609827089,2.971787322856361,0.005925459394212383,2.958784529197855,0.008045209099676074,2.435691406614998,0.005506639040156517,2.4841226203556896,0.006566815201117549,0.5046865060605299,0.007361525134294548,0.2716418943941452,0.010350465455806252,-0.03140941018083332,0.00335292264273802,-0.2030200144480201,0.0008463546486554626,0.5360959162413632,0.008089137318097381,0.4746619088421653,0.010385010897593668,15.77549756403928,15.27081105797875,-12.285436011325272,-12.557077905719417,3300.0,2024-04-06 02:28:44.134493947+00:00,2024040500125.0,-64.0,2.0,1137.0,3.0,True,HD38666,0.000364,holo4_003,0.13802051420648342,187.07828155345382,0.0,109.95053133694847,96.53138359007289,865.1371107526368,507.1250537007472,5.914656004917016,127.68011441462379,5.517518192618763,0.876489484291432,92.99781921778045,0.0,2.14170592451238,3.1.0,2.0,,30.0,2.14170592451238,-32.3183557862142,74.48991371777721,11.3999996185303,745.4,16.2000007629395,empty,70.28561015152599,-416.6292578504148,16.137110752636772,511.0,1648.0,849.0,894.0,1137.0,45.0,2.0,22666.666666666668,1.0,0.7407802671101535,0.00012853058222069767,1.0,0.0,0.0,0.0,0.015642699720560396,6.704041806951764e-05,3.0,0.0,372.99866225840225,0.6250421579151141,3.217958696692373,0.008615611261966654,1.0,0.0,1.0,0.0,187.03322244479367,0.001633869081372258,0.7685946580909647,0.0044606031782225015,-2.889590738068495,0.0,0.16423702465046847,0.0,985.5289722809912,0.0,568.0201944442789,0.0,-0.0209928625011233,0.0,-0.4578634346146828,0.0002377434748931746,-0.4042794138259679,0.000790987274979618,1.2606850725327596,0.0013393986056892957,4.921452049681273,0.0011560157130945563,-2.0545523946753996,0.002820315339836082,0.2132219383709554,0.005820842455739797,2.259190705866445,0.000400293539037184,-0.5736079305968711,0.000972803582558112,-0.2966724528206574,0.001961732971170945,22666.666666666784,0.0,985.5289722809912,0.0,568.0201944442789,0.0,-0.0209928625011233,0.0,-4.342702360251491,0.01920059258028907,-16.056273253989378,0.06259035178076153,-11.923710483385184,0.0503227393122457,6.755481482662032,0.005113225521973044,0.0,0.0,0.0,0.0,2.6899863337230365,0.002123849290916346,0.0,0.0,0.0,0.0,22666.666666666784,0.0,985.5289722809912,0.0,568.0201944442789,0.0,-0.0209928625011233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3149284256705,0.0,0.0,0.0,0.0,0.0,2.388019416724939,0.0,0.0,0.0,0.0,0.0,22666.666666666784,0.0,1.0324543975496343,85.37778888135033,0.0,0.0,0.093330365162535,38.14099886472512,0.3752884601617717,183.07288943499069,600.0,167454690146.1028,4.618030338067662,1.6752322302315517,0.9981822531900773,0.824909831965781,187.07840549124404,0.09491472356983825,0.876489484291432,0.0,0.0,0.0,2024-04-06 02:28:44.134493947+00:00,363.292002,-363.292002
8,g,2024041600402,2024-04-17 02:29:58.287004928,15.78108816834103,12.789517809190222,0.0058008966355172,0.0026214386799755,-12.250743775762096,-15.217950003514492,0.008602735222201329,0.0005594407083788,r,2024041600403,2024-04-17 02:30:45.953506048,15.295634397478237,12.809637491161588,0.0047511879921595,0.0021594930791997,-12.55696536052939,-15.025979929218957,0.006670829836016867,0.000686394879539126,47.666501,1.338391752953926,1.3417139616280902,2.991570359150808,0.006365716183496282,2.9672062277523956,0.008620906403012083,2.4859969063166485,0.005218926872064028,2.469014568689568,0.006706050151299971,0.48545377086279373,0.007498279076747903,0.3062215847672931,0.010886093146964902,-0.02011968197136582,0.0033963732291936197,-0.1919700742955346,0.0008855008960181265,0.5055734528341596,0.008231618323560591,0.4981916590628277,0.010922048152303902,15.78108816834103,15.295634397478237,-12.250743775762096,-12.55696536052939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,g,2024041800063,2024-04-19 02:30:06.463994112,15.771175613440684,12.811565922216197,0.0058380035829492,0.0024495578153351,-12.221240573951293,-15.212382312723813,0.009139997759288488,0.0005814192328423143,r,2024041800064,2024-04-19 02:30:53.354996992,15.300235481879078,12.787022607347213,0.0050755727522828,0.002518618451712,-12.526057856895711,-15.023681096196507,0.006987626587977655,0.0007002939798923087,46.891002,1.3733205964237816,1.376863332811527,2.959609691224488,0.006331083582231162,2.9911417387725194,0.009158471890229152,2.513212874531865,0.005666116630375671,2.497623239300795,0.007022630347048437,0.47094013156160663,0.007735872581567208,0.304817282944418,0.011505063423241561,0.024543314868983757,0.0035133705178892563,-0.18870121652730631,0.0009101977711422692,0.4463968166926229,0.008496322557095906,0.4935184994717243,0.011541011409551728,15.771175613440684,15.300235481879078,-12.221240573951293,-12.526057856895711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
