0,3.9644575223053438,0.26
43,4.187312781898035,0.26
614,3.1012715144365868,0.26
657,3.176663741958201,0.26
1889,4.139622577728709,0.26
1932,3.920590690271121,0.26
4486,3.31348739018333,0.26
4529,3.3341513609477493,0.26
6855,4.127692007846208,0.26
6898,3.4981587090163724,0.26
8929,3.461383962317808,0.26
8972,3.29366091659241,0.26
10791,3.5972826784344525,0.26
10834,4.126495734619767,0.26
11121,3.7151568069432175,0.26
11164,3.7460026375854825,0.26
11837,5.064124982147535,0.26
11880,4.365518110233357,0.26
14003,3.703337385684796,0.26
14046,4.486655805755697,0.26
15961,4.298084914422637,0.26
16004,4.614783712626546,0.26
16389,3.4483477140990066,0.26
16675,3.122221769952694,0.26
16718,3.4038568353683902,0.26
20727,4.391812386016342,0.26
22466,4.582425457098897,0.26
22508,4.388916842007857,0.26
