0,3.3859701772858917,0.26
73,3.346981009256633,0.26
1547,2.78874434299759,0.26
1621,2.9987060368991427,0.26
2069,2.8714561207843756,0.26
2142,3.2222807763633994,0.26
3162,2.8726174538282914,0.26
3235,3.2475310864013793,0.26
5345,3.8698068354265045,0.26
5419,3.813010346116343,0.26
6393,3.688145150571861,0.26
7429,3.571503464064319,0.26
7502,3.714430359644259,0.26
8203,3.468085222268896,0.26
8276,3.427667781553969,0.26
9079,3.372817039832112,0.26
10664,3.5842798745357416,0.26
10737,3.317511177818485,0.26
13750,3.2771499295690836,0.26
