0,5.3335788135956905,0.26
178,4.673573132499237,0.26
492,4.8636025516863155,0.26
740,4.672606216297095,0.26
931,4.727103699439407,0.26
1827,4.838764664969073,0.26
6232,4.538155170908107,0.26
6274,4.4442261944964425,0.26
6811,4.616769626336818,0.26
6854,4.820848722116079,0.26
7029,5.107331703844445,0.26
7174,4.24597040364388,0.26
7814,4.808385178795199,0.26
7975,4.854852978874735,0.26
8178,4.6052312684305425,0.26
8299,4.634173664633073,0.26
8863,4.408164742941037,0.26
9191,4.556846323493135,0.26
9349,5.696063938701633,0.26
9470,4.2683343987240345,0.26
9513,4.341600023799698,0.26
9840,4.191255202212684,0.26
10174,4.282843016196764,0.26
10217,5.367211699677898,0.26
10397,4.567298925601421,0.26
