0,3.1787768876342968,0.26
72,3.330722614341807,0.26
534,3.526229970148815,0.26
3175,3.1710581122167083,0.26
3603,3.4511197870549597,0.26
3676,3.334391321207609,0.26
4153,3.5218873086224782,0.26
4226,3.406497633077165,0.26
6178,3.1336511836117316,0.26
6251,2.884409367342181,0.26
9714,3.4336069777020306,0.26
9787,3.442506713000219,0.26
10293,3.163272671923012,0.26
10367,3.114886077672665,0.26
10834,3.0282580445073397,0.26
10907,3.248678726507084,0.26
13173,3.824331382020734,0.26
13246,3.8368600473119994,0.26
13723,3.38000565888511,0.26
13796,3.310828065536012,0.26
14233,3.509301150681057,0.26
14306,3.609598422724427,0.26
15388,3.2473303722834976,0.26
15461,3.3126850930951868,0.26
16508,3.7098317090897144,0.26
16581,3.694199678308254,0.26
17059,3.6273325970987296,0.26
