0,6.683072783940097,0.26
43,7.3493270439498914,0.26
415,6.908878852648889,0.26
536,6.64750954556981,0.26
579,6.644349647403497,0.26
741,5.9678437544720255,0.26
784,6.401188159803949,0.26
912,7.729871608509818,0.26
955,7.607028233228237,0.26
1066,7.829098956807366,0.26
1108,7.473725150373041,0.26
1279,7.606238687764453,0.26
1433,7.563718151558635,0.26
1587,7.517346865025476,0.26
1698,8.003009932585831,0.26
1741,7.878213945543736,0.26
2004,7.067223887601861,0.26
2047,6.578954990396688,0.26
2173,7.4731966714404665,0.26
2216,7.581625682724909,0.26
2328,7.69611551533265,0.26
2371,7.449959864546358,0.26
2527,7.019166427939432,0.26
2659,7.682754961496391,0.26
2702,6.840142570631252,0.26
3027,6.66592302669113,0.26
3071,6.773135552564452,0.26
4505,5.861911370071509,0.26
4548,6.22643931655661,0.26
4928,5.765178264636405,0.26
4971,6.334728468622364,0.26
