0,5.0732859963114105,0.26
2049,5.295407819941168,0.26
2122,4.7478427014742515,0.26
2590,4.267144687678401,0.26
6775,4.407572633189674,0.26
6849,4.0188057978268255,0.26
7317,3.68666927695529,0.26
7390,3.825154583033235,0.26
7856,3.496111297030151,0.26
7929,3.785630432903635,0.26
8989,3.7757935583895037,0.26
9062,3.682292284031352,0.26
10119,3.8002789587896944,0.26
10192,3.9197152101735333,0.26
12286,3.411125856168113,0.26
12358,3.2178613472986544,0.26
13848,3.5917249437523813,0.26
16450,3.0989489807094324,0.26
