0,3.094504204081779,0.26
73,3.0086658945192806,0.26
7777,2.2739722369359288,0.26
7850,2.4662932661338295,0.26
8283,2.5979458346529674,0.26
8925,2.4777289141607404,0.26
9421,2.449215998152859,0.26
9494,2.408417000975044,0.26
10065,2.7040874593774054,0.26
10561,1.980919677247219,0.26
10634,2.5460118475019136,0.26
11127,2.660605048548218,0.26
11200,2.734849670797602,0.26
11695,2.460501600269572,0.26
11768,2.619818701797971,0.26
12257,2.709827103518294,0.26
12330,2.863360876947641,0.26
12818,2.0175652941894433,0.26
12891,2.056604205927396,0.26
13406,1.9813812375411644,0.26
