0,3.7998898766717057,0.26
43,3.932371285093657,0.26
556,3.7017418087533325,0.26
599,3.7048565403237714,0.26
1549,3.339631679084707,0.26
1591,4.379622295591566,0.26
2189,3.1617619786069033,0.26
2690,3.7258091411200147,0.26
2733,4.160087022568684,0.26
3219,3.316173608328598,0.26
3262,3.4606601916266775,0.26
4880,3.106739504836115,0.26
4923,3.1762860004887026,0.26
5424,3.314299607181412,0.26
5995,2.716105509185509,0.26
6038,2.997400160600531,0.26
6529,3.607198056852076,0.26
6572,3.4084196079147944,0.26
