0,6.0524101359927345,0.26
208,5.6590664339936545,0.26
307,5.628180579403345,0.26
463,6.070266609269794,0.26
679,5.333236646793725,0.26
778,5.795499367055813,0.26
929,6.521275638592585,0.26
1119,4.938702573533209,0.26
1217,6.170763609389235,0.26
1370,6.099706671561173,0.26
1584,5.704005396030389,0.26
1682,6.453244805630153,0.26
1836,6.069780321773517,0.26
2168,5.541046270008653,0.26
2406,3.8756931028167996,0.26
2571,5.9145922457379365,0.26
2945,5.755957060445072,0.26
3196,5.644886557741996,0.26
3376,6.186380995671381,0.26
3750,5.843222158234995,0.26
4004,5.445800723742631,0.26
4555,5.821748080127426,0.26
6441,6.406309713657727,0.26
6790,6.0470298461258825,0.26
7019,5.981923290939344,0.26
8173,5.797363079638386,0.26
8525,6.116270161322,0.26
8753,6.4408157270859085,0.26
10194,6.337454858382985,0.26
10626,6.441978991934833,0.26
10857,6.547210566242787,0.26
12434,4.999999998871286,0.26
12789,6.875111098478295,0.26
13017,6.831430676348311,0.26
15108,6.85935381386498,0.26
15458,6.834426302996912,0.26
17724,6.848086251461826,0.26
18076,7.08324860899935,0.26
18305,7.0358597342530045,0.26
19955,7.228386537329583,0.26
20305,6.802629364025871,0.26
20535,7.7412231421533955,0.26
