0,4.666150161920362,0.26
73,5.008724520944407,0.26
1022,4.499587295942163,0.26
1096,4.4323457947969365,0.26
1588,4.545874247973277,0.26
1660,4.764837127967692,0.26
2156,4.522402990530594,0.26
2228,4.4208411086221275,0.26
2724,5.025752791795022,0.26
2796,4.673183532270209,0.26
3292,4.683550291572355,0.26
3365,4.193607387811024,0.26
3930,4.637700586896213,0.26
4424,4.346660107925119,0.26
4496,4.413483325871292,0.26
4985,4.283627975541889,0.26
5058,4.343125841966787,0.26
5567,4.738064047881754,0.26
5640,4.703226331638704,0.26
6103,4.296548286021977,0.26
6176,4.4444702737037804,0.26
7351,4.092801350476327,0.26
7424,4.136114285613307,0.26
10467,3.892218571650068,0.26
10540,3.9418874424279537,0.26
11005,3.6586442607861422,0.26
11414,3.889660668409614,0.26
11487,3.9796690065867035,0.26
11984,3.624021411878363,0.26
12400,3.772475290696804,0.26
12473,4.035365415068518,0.26
12933,3.79992786736646,0.26
