0,3.811821619929521,0.26
43,3.3684568272094015,0.26
856,3.015449790203932,0.26
898,3.204697161213357,0.26
1248,3.537250189283559,0.26
1549,3.7327654799881467,0.26
1592,4.114142257944398,0.26
2157,4.405803410727157,0.26
2201,3.4992562411798143,0.26
3558,3.9884563324184654,0.26
3601,3.8100930743979706,0.26
4149,3.1496829903635284,0.26
4192,3.631449090713008,0.26
6175,2.817263410181229,0.26
6218,4.0553286136790625,0.26
7512,4.058206036336257,0.26
7555,4.093481559449819,0.26
7891,5.325078776961547,0.26
7934,4.033814559300794,0.26
8264,4.648469784820904,0.26
8307,4.4353272024684705,0.26
8597,3.7774211016928967,0.26
8639,4.468679483450615,0.26
8929,4.223867559460713,0.26
8972,4.037317362869185,0.26
9446,4.010947368098223,0.26
9489,3.7690767252479653,0.26
9790,3.5839176859811057,0.26
9833,3.9190154147346794,0.26
10172,3.8317937755455143,0.26
10215,3.718447455210179,0.26
10556,3.9515347076206933,0.26
10901,4.346797042308311,0.26
10943,4.05158416040535,0.26
11243,3.4003291110404334,0.26
11286,3.9542514698626308,0.26
11574,3.564375982212588,0.26
11617,3.4058276226247544,0.26
11963,3.7204602020015227,0.26
12006,2.014578883142528,0.26
12339,3.853116044461988,0.26
12382,3.763320383561439,0.26
12715,3.8054737140565136,0.26
13017,3.7728761712829044,0.26
13060,3.2540723906699855,0.26
