,objidx1,objidx2,G1_R1,G2_R2,Z1_Y1,Z2_Y2,sep
909,204.0,551.0,0.6114239007031497,0.2888732238449911,-0.2171631688072999,-0.0030033910363513,197.27259529246754
647,150.0,610.0,1.3920139742487887,1.3569992791473489,-0.3406909655776466,-0.3269390478661211,197.9976587253602
1079,257.0,950.0,0.5563878226718764,1.3716271127683657,-0.1728355159895311,,198.18696043448017
2101,658.0,948.0,1.400580446831814,1.1472113494543803,-0.3233799072499579,,198.8397644890348
950,217.0,470.0,0.539712012701127,0.3068015763618579,-0.1364498662411186,-0.0632804987834987,198.99420250851
1558,468.0,618.0,0.2370517424707365,0.3638977839865518,-0.0877330836376693,-0.0542154659393929,199.06286370773276
267,109.0,201.0,0.5228797155046276,0.6143721323444158,-0.0671651894674969,-0.0879489307879044,199.2929591961011
1136,272.0,433.0,0.3443565958799794,0.4828167838344139,-0.0824008272094793,-0.0511213924651077,199.34615634632294
2172,865.0,958.0,0.8092066282191936,0.2887327800704931,-0.0801427495468622,,199.35484585833086
464,123.0,470.0,1.242390057322698,0.3068015763618579,-0.2688044198243418,-0.0632804987834987,199.37919241895028
920,204.0,658.0,0.6114239007031497,1.400580446831814,-0.2171631688072999,-0.3233799072499579,199.605563978417
1208,308.0,721.0,0.5473839636844602,0.5370507141905243,-0.13746368534939,-0.2024180656034708,200.0260808462564
1550,468.0,527.0,0.2370517424707365,1.2210648311922867,-0.0877330836376693,-0.2845261957865812,200.35288377571365
1658,489.0,596.0,0.6471197247059486,0.6817910317689488,-0.1698529881224608,-0.2001264560099329,201.21829647557493
850,201.0,478.0,0.6143721323444158,0.4731754205288183,-0.0879489307879044,-0.0650309915947531,201.31355943492485
1712,523.0,958.0,0.2973625710367606,0.2887327800704931,-0.0467493534154517,,201.331316631112
1596,470.0,648.0,0.3068015763618579,0.7005990700568212,-0.0632804987834987,-0.1446564667726271,201.59209358969082
2057,653.0,983.0,0.2592395005352426,1.2725375188574208,0.058392862828585,,201.9446486179305
1344,385.0,944.0,1.3079163700459553,1.0557563320453802,-0.3006173853868414,,202.42633546547464
673,159.0,201.0,0.6182618281146386,0.6143721323444158,-0.1246897644802125,-0.0879489307879044,203.39506875264394
2005,621.0,658.0,0.4747998361159471,1.400580446831814,-0.089738268432729,-0.3233799072499579,203.54529131700463
718,159.0,909.0,0.6182618281146386,0.2060389342992028,-0.1246897644802125,,203.75158303516494
1541,460.0,950.0,0.4581448705970885,1.3716271127683657,-0.0401793351666732,,204.4501858717051
1371,392.0,648.0,0.474474705316382,0.7005990700568212,-0.0202723417008456,-0.1446564667726271,204.48734481404992
270,109.0,244.0,0.5228797155046276,0.3699640090698128,-0.0671651894674969,-0.0127327447922631,204.87553679539988
194,101.0,983.0,1.0428293701656184,1.2725375188574208,-0.2188056403427634,,204.91457960038673
143,101.0,204.0,1.0428293701656184,0.6114239007031497,-0.2188056403427634,-0.2171631688072999,205.06740394004538
1383,392.0,909.0,0.474474705316382,0.2060389342992028,-0.0202723417008456,,205.2783664274573
230,108.0,550.0,0.7225884534571492,0.3306816090929487,-0.108596244427261,-0.0820574712389312,205.3063080015462
440,118.0,983.0,0.3798562175365543,1.2725375188574208,-0.0991729534052208,,205.3916249099295
869,201.0,658.0,0.6143721323444158,1.400580446831814,-0.0879489307879044,-0.3233799072499579,205.68791222893597
578,141.0,468.0,0.7350417839778682,0.2370517424707365,-0.114435582810545,-0.0877330836376693,205.79196292465602
1489,440.0,653.0,0.2780580691147349,0.2592395005352426,-0.0068383139519543,0.058392862828585,205.94515880440315
587,141.0,550.0,0.7350417839778682,0.3306816090929487,-0.114435582810545,-0.0820574712389312,206.28721222082672
994,244.0,414.0,0.3699640090698128,0.6007116569398203,-0.0127327447922631,-0.1534856423674284,206.42421882797936
947,217.0,440.0,0.539712012701127,0.2780580691147349,-0.1364498662411186,-0.0068383139519543,206.47281097823262
2045,653.0,721.0,0.2592395005352426,0.5370507141905243,0.058392862828585,-0.2024180656034708,206.56918020433153
1390,392.0,983.0,0.474474705316382,1.2725375188574208,-0.0202723417008456,,206.79790925076225
345,111.0,470.0,0.5407397106760765,0.3068015763618579,-0.1121622906534156,-0.0632804987834987,206.97921807046222
1664,489.0,653.0,0.6471197247059486,0.2592395005352426,-0.1698529881224608,0.058392862828585,207.061204310715
675,159.0,217.0,0.6182618281146386,0.539712012701127,-0.1246897644802125,-0.1364498662411186,207.27438912578455
389,118.0,204.0,0.3798562175365543,0.6114239007031497,-0.0991729534052208,-0.2171631688072999,207.4792755523876
73,97.0,141.0,1.247826790080195,0.7350417839778682,-0.3458129272339558,-0.114435582810545,207.74559767652477
1101,262.0,545.0,0.1440649949977128,0.4573672389475725,0.0057264380254409,-0.0479998457382802,208.5133263620621
1159,272.0,657.0,0.3443565958799794,0.4361576926289423,-0.0824008272094793,-0.0525618238380261,208.70117324813847
324,111.0,150.0,0.5407397106760765,1.3920139742487887,-0.1121622906534156,-0.3406909655776466,208.87897481211343
94,97.0,468.0,1.247826790080195,0.2370517424707365,-0.3458129272339558,-0.0877330836376693,209.3551770233558
460,123.0,433.0,1.242390057322698,0.4828167838344139,-0.2688044198243418,-0.0511213924651077,209.6386410962752
99,97.0,526.0,1.247826790080195,0.4426510213935941,-0.3458129272339558,-0.0707559855307007,210.1989179624607
1124,262.0,944.0,0.1440649949977128,1.0557563320453802,0.0057264380254409,,210.5820888004596
1540,460.0,948.0,0.4581448705970885,1.1472113494543803,-0.0401793351666732,,210.85986162669204
1398,414.0,523.0,0.6007116569398203,0.2973625710367606,-0.1534856423674284,-0.0467493534154517,210.8689146290736
999,244.0,470.0,0.3699640090698128,0.3068015763618579,-0.0127327447922631,-0.0632804987834987,210.95897267877706
1931,596.0,950.0,0.6817910317689488,1.3716271127683657,-0.2001264560099329,,211.0104154814513
878,201.0,913.0,0.6143721323444158,0.255091083272486,-0.0879489307879044,,211.25334902466847
1703,523.0,813.0,0.2973625710367606,0.8642150276187834,-0.0467493534154517,-0.175939274222328,212.05490314932746
1330,385.0,648.0,1.3079163700459553,0.7005990700568212,-0.3006173853868414,-0.1446564667726271,212.7132324946682
122,97.0,907.0,1.247826790080195,0.9802829428936306,-0.3458129272339558,,212.85786657267118
1435,433.0,478.0,0.4828167838344139,0.4731754205288183,-0.0511213924651077,-0.0650309915947531,212.92299976489105
1589,470.0,551.0,0.3068015763618579,0.2888732238449911,-0.0632804987834987,-0.0030033910363513,213.125389074758
1572,468.0,907.0,0.2370517424707365,0.9802829428936306,-0.0877330836376693,,213.629547632933
6,64.0,123.0,0.4804471102051302,1.242390057322698,-0.0946389306007677,-0.2688044198243418,213.84913187001584
1851,550.0,907.0,0.3306816090929487,0.9802829428936306,-0.0820574712389312,,213.87180644944826
1294,369.0,715.0,0.6028465370784097,0.7949114140184914,-0.0556801815683272,-0.2072596685470298,213.8879006283791
979,217.0,913.0,0.539712012701127,0.255091083272486,-0.1364498662411186,,214.0322436386584
1342,385.0,909.0,1.3079163700459553,0.2060389342992028,-0.3006173853868414,,214.0554881581099
584,141.0,527.0,0.7350417839778682,1.2210648311922867,-0.114435582810545,-0.2845261957865812,214.0643024364366
889,204.0,272.0,0.6114239007031497,0.3443565958799794,-0.2171631688072999,-0.0824008272094793,214.44225672097596
659,150.0,813.0,1.3920139742487887,0.8642150276187834,-0.3406909655776466,-0.175939274222328,215.09415387071473
1284,369.0,610.0,0.6028465370784097,1.3569992791473489,-0.0556801815683272,-0.3269390478661211,215.39511086787465
2093,658.0,721.0,1.400580446831814,0.5370507141905243,-0.3233799072499579,-0.2024180656034708,215.5015793842846
1292,369.0,658.0,0.6028465370784097,1.400580446831814,-0.0556801815683272,-0.3233799072499579,215.72035885465132
959,217.0,551.0,0.539712012701127,0.2888732238449911,-0.1364498662411186,-0.0030033910363513,215.76632489112848
396,118.0,346.0,0.3798562175365543,0.3877914368600148,-0.0991729534052208,-0.0168756900538564,215.8414280917654
784,180.0,257.0,1.1549035717395917,0.5563878226718764,-0.2920876525947573,-0.1728355159895311,215.95496388279162
780,180.0,201.0,1.1549035717395917,0.6143721323444158,-0.2920876525947573,-0.0879489307879044,216.1259591698028
1767,527.0,907.0,1.2210648311922867,0.9802829428936306,-0.2845261957865812,,217.30135684315505
573,141.0,392.0,0.7350417839778682,0.474474705316382,-0.114435582810545,-0.0202723417008456,217.7199388595928
748,175.0,526.0,0.4007304775887341,0.4426510213935941,-0.0783147327949063,-0.0707559855307007,217.81886166125994
1825,545.0,909.0,0.4573672389475725,0.2060389342992028,-0.0479998457382802,,218.11960086977862
691,159.0,478.0,0.6182618281146386,0.4731754205288183,-0.1246897644802125,-0.0650309915947531,218.1550506724573
198,108.0,123.0,0.7225884534571492,1.242390057322698,-0.108596244427261,-0.2688044198243418,218.36555022930452
513,131.0,346.0,0.2734970111348254,0.3877914368600148,0.0089768993939713,-0.0168756900538564,218.5865724276771
667,150.0,950.0,1.3920139742487887,1.3716271127683657,-0.3406909655776466,,218.65698591802277
1560,468.0,621.0,0.2370517424707365,0.4747998361159471,-0.0877330836376693,-0.089738268432729,218.84834435744048
421,118.0,648.0,0.3798562175365543,0.7005990700568212,-0.0991729534052208,-0.1446564667726271,218.87958819939806
1382,392.0,907.0,0.474474705316382,0.9802829428936306,-0.0202723417008456,,218.93846033771075
893,204.0,385.0,0.6114239007031497,1.3079163700459553,-0.2171631688072999,-0.3006173853868414,218.98002210841568
1045,257.0,460.0,0.5563878226718764,0.4581448705970885,-0.1728355159895311,-0.0401793351666732,219.07400217258137
329,111.0,204.0,0.5407397106760765,0.6114239007031497,-0.1121622906534156,-0.2171631688072999,219.90435558088183
1726,526.0,648.0,0.4426510213935941,0.7005990700568212,-0.0707559855307007,-0.1446564667726271,219.92638393137258
235,108.0,618.0,0.7225884534571492,0.3638977839865518,-0.108596244427261,-0.0542154659393929,220.45088943344902
1656,489.0,551.0,0.6471197247059486,0.2888732238449911,-0.1698529881224608,-0.0030033910363513,220.61235449130527
572,141.0,385.0,0.7350417839778682,1.3079163700459553,-0.114435582810545,-0.3006173853868414,220.72690440079703
925,204.0,824.0,0.6114239007031497,1.5607499465338996,-0.2171631688072999,-0.3478656610576447,220.77405172539866
1711,523.0,950.0,0.2973625710367606,1.3716271127683657,-0.0467493534154517,,221.1146697155279
1406,414.0,596.0,0.6007116569398203,0.6817910317689488,-0.1534856423674284,-0.2001264560099329,221.46326684306413
463,123.0,468.0,1.242390057322698,0.2370517424707365,-0.2688044198243418,-0.0877330836376693,221.794346338456
375,111.0,944.0,0.5407397106760765,1.0557563320453802,-0.1121622906534156,,221.97498524653292
1600,470.0,658.0,0.3068015763618579,1.400580446831814,-0.0632804987834987,-0.3233799072499579,222.04466479851482
1094,262.0,470.0,0.1440649949977128,0.3068015763618579,0.0057264380254409,-0.0632804987834987,222.47359844145114
1625,478.0,596.0,0.4731754205288183,0.6817910317689488,-0.0650309915947531,-0.2001264560099329,222.80193160296815
1132,272.0,369.0,0.3443565958799794,0.6028465370784097,-0.0824008272094793,-0.0556801815683272,223.3620098802365
1415,414.0,658.0,0.6007116569398203,1.400580446831814,-0.1534856423674284,-0.3233799072499579,223.57290269793404
1617,478.0,523.0,0.4731754205288183,0.2973625710367606,-0.0650309915947531,-0.0467493534154517,223.5988120002031
623,150.0,262.0,1.3920139742487887,0.1440649949977128,-0.3406909655776466,0.0057264380254409,223.90079513214866
82,97.0,257.0,1.247826790080195,0.5563878226718764,-0.3458129272339558,-0.1728355159895311,223.92394799013664
616,150.0,175.0,1.3920139742487887,0.4007304775887341,-0.3406909655776466,-0.0783147327949063,224.19363414483118
347,111.0,489.0,0.5407397106760765,0.6471197247059486,-0.1121622906534156,-0.1698529881224608,224.49958069563442
352,111.0,545.0,0.5407397106760765,0.4573672389475725,-0.1121622906534156,-0.0479998457382802,224.60079207128896
1341,385.0,907.0,1.3079163700459553,0.9802829428936306,-0.3006173853868414,,224.7298943311442
679,159.0,272.0,0.6182618281146386,0.3443565958799794,-0.1246897644802125,-0.0824008272094793,224.9452298474731
2168,865.0,913.0,0.8092066282191936,0.255091083272486,-0.0801427495468622,,225.25649581768351
305,109.0,669.0,0.5228797155046276,0.5338934680833116,-0.0671651894674969,-0.1918272594524772,225.4415996920458
1575,468.0,944.0,0.2370517424707365,1.0557563320453802,-0.0877330836376693,,225.8932004692784
506,131.0,204.0,0.2734970111348254,0.6114239007031497,0.0089768993939713,-0.2171631688072999,226.60486351871737
931,204.0,948.0,0.6114239007031497,1.1472113494543803,-0.2171631688072999,,226.94550310771535
1351,392.0,433.0,0.474474705316382,0.4828167838344139,-0.0202723417008456,-0.0511213924651077,227.36587823467858
1314,385.0,470.0,1.3079163700459553,0.3068015763618579,-0.3006173853868414,-0.0632804987834987,227.56902751138554
1844,550.0,658.0,0.3306816090929487,1.400580446831814,-0.0820574712389312,-0.3233799072499579,227.7157168295348
1534,460.0,824.0,0.4581448705970885,1.5607499465338996,-0.0401793351666732,-0.3478656610576447,227.78321101546297
825,180.0,909.0,1.1549035717395917,0.2060389342992028,-0.2920876525947573,,227.98453306219784
1972,618.0,909.0,0.3638977839865518,0.2060389342992028,-0.0542154659393929,,227.99837312769196
251,108.0,913.0,0.7225884534571492,0.255091083272486,-0.108596244427261,,228.0279927535244
2139,721.0,944.0,0.5370507141905243,1.0557563320453802,-0.2024180656034708,,228.36394724753657
933,204.0,958.0,0.6114239007031497,0.2887327800704931,-0.2171631688072999,,228.63865706905437
228,108.0,538.0,0.7225884534571492,0.0044495280079726,-0.108596244427261,-0.0078382362108335,228.68318238668405
1647,478.0,958.0,0.4731754205288183,0.2887327800704931,-0.0650309915947531,,228.95975476600262
1641,478.0,907.0,0.4731754205288183,0.9802829428936306,-0.0650309915947531,,229.20699241064327
885,204.0,217.0,0.6114239007031497,0.539712012701127,-0.2171631688072999,-0.1364498662411186,229.23923029800207
1951,610.0,913.0,1.3569992791473489,0.255091083272486,-0.3269390478661211,,229.2919709591779
1783,538.0,619.0,0.0044495280079726,1.7727422258750565,-0.0078382362108335,-0.4734585361609156,230.4659127057283
1633,478.0,657.0,0.4731754205288183,0.4361576926289423,-0.0650309915947531,-0.0525618238380261,230.51805627917975
9,64.0,150.0,0.4804471102051302,1.3920139742487887,-0.0946389306007677,-0.3406909655776466,230.56435739817076
751,175.0,545.0,0.4007304775887341,0.4573672389475725,-0.0783147327949063,-0.0479998457382802,230.62782106246758
1590,470.0,558.0,0.3068015763618579,0.4841462695570797,-0.0632804987834987,-0.0283634295386274,230.7980047048759
1317,385.0,523.0,1.3079163700459553,0.2973625710367606,-0.3006173853868414,-0.0467493534154517,231.01032981955495
1137,272.0,440.0,0.3443565958799794,0.2780580691147349,-0.0824008272094793,-0.0068383139519543,231.48039743937096
1352,392.0,440.0,0.474474705316382,0.2780580691147349,-0.0202723417008456,-0.0068383139519543,231.77095733725378
813,180.0,648.0,1.1549035717395917,0.7005990700568212,-0.2920876525947573,-0.1446564667726271,231.96661997385178
585,141.0,538.0,0.7350417839778682,0.0044495280079726,-0.114435582810545,-0.0078382362108335,232.09160147030389
2191,913.0,948.0,0.255091083272486,1.1472113494543803,,,232.14947094259327
187,101.0,909.0,1.0428293701656184,0.2060389342992028,-0.2188056403427634,,232.32962265405803
102,97.0,545.0,1.247826790080195,0.4573672389475725,-0.3458129272339558,-0.0479998457382802,232.8894082567383
271,109.0,257.0,0.5228797155046276,0.5563878226718764,-0.0671651894674969,-0.1728355159895311,233.10332807985273
2092,658.0,715.0,1.400580446831814,0.7949114140184914,-0.3233799072499579,-0.2072596685470298,233.37260737865122
1603,470.0,721.0,0.3068015763618579,0.5370507141905243,-0.0632804987834987,-0.2024180656034708,233.38064169606153
247,108.0,824.0,0.7225884534571492,1.5607499465338996,-0.108596244427261,-0.3478656610576447,233.40947256942272
838,201.0,272.0,0.6143721323444158,0.3443565958799794,-0.0879489307879044,-0.0824008272094793,233.68369946049032
302,109.0,654.0,0.5228797155046276,0.3312012825731614,-0.0671651894674969,0.0077697488820973,234.35522385288397
772,175.0,909.0,0.4007304775887341,0.2060389342992028,-0.0783147327949063,,234.45436895475302
2043,653.0,669.0,0.2592395005352426,0.5338934680833116,0.058392862828585,-0.1918272594524772,234.61282030933762
1189,308.0,526.0,0.5473839636844602,0.4426510213935941,-0.13746368534939,-0.0707559855307007,234.64170173626923
916,204.0,648.0,0.6114239007031497,0.7005990700568212,-0.2171631688072999,-0.1446564667726271,234.80930169396234
857,201.0,550.0,0.6143721323444158,0.3306816090929487,-0.0879489307879044,-0.0820574712389312,234.8404348177237
362,111.0,653.0,0.5407397106760765,0.2592395005352426,-0.1121622906534156,0.058392862828585,235.37126582293934
1056,257.0,551.0,0.5563878226718764,0.2888732238449911,-0.1728355159895311,-0.0030033910363513,235.79711808383513
233,108.0,596.0,0.7225884534571492,0.6817910317689488,-0.108596244427261,-0.2001264560099329,235.89877050802525
888,204.0,262.0,0.6114239007031497,0.1440649949977128,-0.2171631688072999,0.0057264380254409,235.9770153176603
548,131.0,865.0,0.2734970111348254,0.8092066282191936,0.0089768993939713,-0.0801427495468622,236.10877060348218
743,175.0,468.0,0.4007304775887341,0.2370517424707365,-0.0783147327949063,-0.0877330836376693,236.50474482818072
1675,489.0,909.0,0.6471197247059486,0.2060389342992028,-0.1698529881224608,,236.57838745325176
2159,824.0,913.0,1.5607499465338996,0.255091083272486,-0.3478656610576447,,236.6880345847126
580,141.0,478.0,0.7350417839778682,0.4731754205288183,-0.114435582810545,-0.0650309915947531,237.07992086665345
461,123.0,440.0,1.242390057322698,0.2780580691147349,-0.2688044198243418,-0.0068383139519543,237.13700137291693
898,204.0,460.0,0.6114239007031497,0.4581448705970885,-0.2171631688072999,-0.0401793351666732,237.14818769607723
538,131.0,648.0,0.2734970111348254,0.7005990700568212,0.0089768993939713,-0.1446564667726271,237.21355355667018
834,201.0,217.0,0.6143721323444158,0.539712012701127,-0.0879489307879044,-0.1364498662411186,237.42056529765608
1562,468.0,653.0,0.2370517424707365,0.2592395005352426,-0.0877330836376693,0.058392862828585,237.4716375758926
1393,414.0,460.0,0.6007116569398203,0.4581448705970885,-0.1534856423674284,-0.0401793351666732,237.59460010197947
30,64.0,470.0,0.4804471102051302,0.3068015763618579,-0.0946389306007677,-0.0632804987834987,237.74362769650097
332,111.0,257.0,0.5407397106760765,0.5563878226718764,-0.1121622906534156,-0.1728355159895311,237.89168114277916
1111,262.0,653.0,0.1440649949977128,0.2592395005352426,0.0057264380254409,0.058392862828585,237.92823390085525
465,123.0,478.0,1.242390057322698,0.4731754205288183,-0.2688044198243418,-0.0650309915947531,237.96191422429163
1299,369.0,907.0,0.6028465370784097,0.9802829428936306,-0.0556801815683272,,238.0339470533145
1838,550.0,619.0,0.3306816090929487,1.7727422258750565,-0.0820574712389312,-0.4734585361609156,238.06238781553355
397,118.0,369.0,0.3798562175365543,0.6028465370784097,-0.0991729534052208,-0.0556801815683272,238.16734761758735
1081,257.0,963.0,0.5563878226718764,0.6605751660104495,-0.1728355159895311,,238.16882738077567
2110,669.0,865.0,0.5338934680833116,0.8092066282191936,-0.1918272594524772,-0.0801427495468622,238.22396995008233
690,159.0,470.0,0.6182618281146386,0.3068015763618579,-0.1246897644802125,-0.0632804987834987,238.59380600169402
1096,262.0,489.0,0.1440649949977128,0.6471197247059486,0.0057264380254409,-0.1698529881224608,238.68890075481235
434,118.0,913.0,0.3798562175365543,0.255091083272486,-0.0991729534052208,,238.75962521762165
2126,715.0,913.0,0.7949114140184914,0.255091083272486,-0.2072596685470298,,239.093791248946
1296,369.0,813.0,0.6028465370784097,0.8642150276187834,-0.0556801815683272,-0.175939274222328,239.30682707376107
1248,346.0,657.0,0.3877914368600148,0.4361576926289423,-0.0168756900538564,-0.0525618238380261,239.47567883576903
153,101.0,392.0,1.0428293701656184,0.474474705316382,-0.2188056403427634,-0.0202723417008456,239.56321827594772
499,123.0,983.0,1.242390057322698,1.2725375188574208,-0.2688044198243418,,239.66044519908908
79,97.0,204.0,1.247826790080195,0.6114239007031497,-0.3458129272339558,-0.2171631688072999,239.72047146429358
1796,538.0,907.0,0.0044495280079726,0.9802829428936306,-0.0078382362108335,,239.73685273068344
801,180.0,526.0,1.1549035717395917,0.4426510213935941,-0.2920876525947573,-0.0707559855307007,239.87884737295693
44,64.0,619.0,0.4804471102051302,1.7727422258750565,-0.0946389306007677,-0.4734585361609156,240.1794276638733
282,109.0,460.0,0.5228797155046276,0.4581448705970885,-0.0671651894674969,-0.0401793351666732,240.5171818093888
625,150.0,308.0,1.3920139742487887,0.5473839636844602,-0.3406909655776466,-0.13746368534939,240.5566300440396
1763,527.0,721.0,1.2210648311922867,0.5370507141905243,-0.2845261957865812,-0.2024180656034708,240.6806845898384
151,101.0,369.0,1.0428293701656184,0.6028465370784097,-0.2188056403427634,-0.0556801815683272,240.76124067236677
1173,272.0,958.0,0.3443565958799794,0.2887327800704931,-0.0824008272094793,,241.0457284207949
1670,489.0,721.0,0.6471197247059486,0.5370507141905243,-0.1698529881224608,-0.2024180656034708,241.09064308850293
860,201.0,596.0,0.6143721323444158,0.6817910317689488,-0.0879489307879044,-0.2001264560099329,241.1505375255932
1033,244.0,963.0,0.3699640090698128,0.6605751660104495,-0.0127327447922631,,241.17854030962485
95,97.0,470.0,1.247826790080195,0.3068015763618579,-0.3458129272339558,-0.0632804987834987,241.50546922540107
2065,654.0,865.0,0.3312012825731614,0.8092066282191936,0.0077697488820973,-0.0801427495468622,241.5906959535063
448,123.0,204.0,1.242390057322698,0.6114239007031497,-0.2688044198243418,-0.2171631688072999,241.99499303419742
942,217.0,369.0,0.539712012701127,0.6028465370784097,-0.1364498662411186,-0.0556801815683272,242.07002465782398
2040,653.0,654.0,0.2592395005352426,0.3312012825731614,0.058392862828585,0.0077697488820973,242.08039607146537
1789,538.0,658.0,0.0044495280079726,1.400580446831814,-0.0078382362108335,-0.3233799072499579,242.09807881763024
1192,308.0,545.0,0.5473839636844602,0.4573672389475725,-0.13746368534939,-0.0479998457382802,242.28034802642978
1597,470.0,653.0,0.3068015763618579,0.2592395005352426,-0.0632804987834987,0.058392862828585,242.32963396340045
1267,369.0,414.0,0.6028465370784097,0.6007116569398203,-0.0556801815683272,-0.1534856423674284,242.4848999040292
662,150.0,907.0,1.3920139742487887,0.9802829428936306,-0.3406909655776466,,242.50082954903456
571,141.0,369.0,0.7350417839778682,0.6028465370784097,-0.114435582810545,-0.0556801815683272,242.53546697813226
2041,653.0,657.0,0.2592395005352426,0.4361576926289423,0.058392862828585,-0.0525618238380261,242.65515154834458
1608,470.0,909.0,0.3068015763618579,0.2060389342992028,-0.0632804987834987,,242.85066749219857
1668,489.0,669.0,0.6471197247059486,0.5338934680833116,-0.1698529881224608,-0.1918272594524772,243.52528680629695
558,141.0,150.0,0.7350417839778682,1.3920139742487887,-0.114435582810545,-0.3406909655776466,243.85789000194472
1001,244.0,489.0,0.3699640090698128,0.6471197247059486,-0.0127327447922631,-0.1698529881224608,244.01766499811424
431,118.0,865.0,0.3798562175365543,0.8092066282191936,-0.0991729534052208,-0.0801427495468622,244.3211451827413
263,109.0,150.0,0.5228797155046276,1.3920139742487887,-0.0671651894674969,-0.3406909655776466,244.62742780963237
561,141.0,180.0,0.7350417839778682,1.1549035717395917,-0.114435582810545,-0.2920876525947573,244.83666045476045
985,217.0,983.0,0.539712012701127,1.2725375188574208,-0.1364498662411186,,244.8511744885768
131,101.0,108.0,1.0428293701656184,0.7225884534571492,-0.2188056403427634,-0.108596244427261,245.05141383774105
311,109.0,907.0,0.5228797155046276,0.9802829428936306,-0.0671651894674969,,245.29492658379777
760,175.0,648.0,0.4007304775887341,0.7005990700568212,-0.0783147327949063,-0.1446564667726271,245.48783047593636
449,123.0,217.0,1.242390057322698,0.539712012701127,-0.2688044198243418,-0.1364498662411186,245.84590075502916
727,175.0,201.0,0.4007304775887341,0.6143721323444158,-0.0783147327949063,-0.0879489307879044,246.05718738707705
1955,610.0,958.0,1.3569992791473489,0.2887327800704931,-0.3269390478661211,,246.86366531905378
1313,385.0,468.0,1.3079163700459553,0.2370517424707365,-0.3006173853868414,-0.0877330836376693,246.94955004997993
237,108.0,621.0,0.7225884534571492,0.4747998361159471,-0.108596244427261,-0.089738268432729,247.28015562553466
1473,440.0,478.0,0.2780580691147349,0.4731754205288183,-0.0068383139519543,-0.0650309915947531,247.37286890494937
1339,385.0,824.0,1.3079163700459553,1.5607499465338996,-0.3006173853868414,-0.3478656610576447,247.38509843663908
796,180.0,468.0,1.1549035717395917,0.2370517424707365,-0.2920876525947573,-0.0877330836376693,247.41989056850267
1080,257.0,958.0,0.5563878226718764,0.2887327800704931,-0.1728355159895311,,248.02921997817398
1265,369.0,385.0,0.6028465370784097,1.3079163700459553,-0.0556801815683272,-0.3006173853868414,248.1528030449513
922,204.0,715.0,0.6114239007031497,0.7949114140184914,-0.2171631688072999,-0.2072596685470298,248.39439387653732
472,123.0,550.0,1.242390057322698,0.3306816090929487,-0.2688044198243418,-0.0820574712389312,248.53426372127961
1318,385.0,526.0,1.3079163700459553,0.4426510213935941,-0.3006173853868414,-0.0707559855307007,249.01018083997909
14,64.0,204.0,0.4804471102051302,0.6114239007031497,-0.0946389306007677,-0.2171631688072999,249.12253440464772
485,123.0,669.0,1.242390057322698,0.5338934680833116,-0.2688044198243418,-0.1918272594524772,249.12605192871735
781,180.0,204.0,1.1549035717395917,0.6114239007031497,-0.2920876525947573,-0.2171631688072999,249.22185507777482
824,180.0,907.0,1.1549035717395917,0.9802829428936306,-0.2920876525947573,,249.37674721559617
633,150.0,460.0,1.3920139742487887,0.4581448705970885,-0.3406909655776466,-0.0401793351666732,249.4865459289865
253,108.0,948.0,0.7225884534571492,1.1472113494543803,-0.108596244427261,,249.48703937754263
1304,369.0,950.0,0.6028465370784097,1.3716271127683657,-0.0556801815683272,,249.48955780529943
1151,272.0,596.0,0.3443565958799794,0.6817910317689488,-0.0824008272094793,-0.2001264560099329,249.630154126978
1354,392.0,468.0,0.474474705316382,0.2370517424707365,-0.0202723417008456,-0.0877330836376693,249.80988208926013
1250,346.0,669.0,0.3877914368600148,0.5338934680833116,-0.0168756900538564,-0.1918272594524772,250.15266288759983
188,101.0,913.0,1.0428293701656184,0.255091083272486,-0.2188056403427634,,250.34285512231398
977,217.0,907.0,0.539712012701127,0.9802829428936306,-0.1364498662411186,,250.38893982713418
294,109.0,558.0,0.5228797155046276,0.4841462695570797,-0.0671651894674969,-0.0283634295386274,250.40475838692694
551,131.0,913.0,0.2734970111348254,0.255091083272486,0.0089768993939713,,250.9311543186129
1960,618.0,648.0,0.3638977839865518,0.7005990700568212,-0.0542154659393929,-0.1446564667726271,251.0825773558697
1613,470.0,958.0,0.3068015763618579,0.2887327800704931,-0.0632804987834987,,251.38271263998956
1706,523.0,907.0,0.2973625710367606,0.9802829428936306,-0.0467493534154517,,251.91738104188818
262,109.0,141.0,0.5228797155046276,0.7350417839778682,-0.0671651894674969,-0.114435582810545,252.74095734230622
1035,257.0,262.0,0.5563878226718764,0.1440649949977128,-0.1728355159895311,0.0057264380254409,253.14165375994932
1436,433.0,489.0,0.4828167838344139,0.6471197247059486,-0.0511213924651077,-0.1698529881224608,253.7562702821335
923,204.0,721.0,0.6114239007031497,0.5370507141905243,-0.2171631688072999,-0.2024180656034708,253.77625353512036
731,175.0,257.0,0.4007304775887341,0.5563878226718764,-0.0783147327949063,-0.1728355159895311,253.80614395127415
1665,489.0,654.0,0.6471197247059486,0.3312012825731614,-0.1698529881224608,0.0077697488820973,254.05898115356442
47,64.0,653.0,0.4804471102051302,0.2592395005352426,-0.0946389306007677,0.058392862828585,254.11386139769652
669,150.0,963.0,1.3920139742487887,0.6605751660104495,-0.3406909655776466,,254.42417291078357
