,objidx1,objidx2,G1_R1,G2_R2,Z1_Y1,Z2_Y2,sep
2131,715.0,963.0,0.7949114140184914,0.6605751660104495,-0.2072596685470298,,84.17098199804992
1102,262.0,550.0,0.1440649949977128,0.3306816090929487,0.0057264380254409,-0.0820574712389312,84.3857678424904
2027,648.0,721.0,0.7005990700568212,0.5370507141905243,-0.1446564667726271,-0.2024180656034708,84.61255392465907
507,131.0,217.0,0.2734970111348254,0.539712012701127,0.0089768993939713,-0.1364498662411186,84.8723220148643
480,123.0,648.0,1.242390057322698,0.7005990700568212,-0.2688044198243418,-0.1446564667726271,85.01730094281844
562,141.0,201.0,0.7350417839778682,0.6143721323444158,-0.114435582810545,-0.0879489307879044,85.30611592538109
759,175.0,621.0,0.4007304775887341,0.4747998361159471,-0.0783147327949063,-0.089738268432729,85.8972400004261
1690,523.0,596.0,0.2973625710367606,0.6817910317689488,-0.0467493534154517,-0.2001264560099329,85.9241892168637
851,201.0,489.0,0.6143721323444158,0.6471197247059486,-0.0879489307879044,-0.1698529881224608,86.29326484384228
1039,257.0,369.0,0.5563878226718764,0.6028465370784097,-0.1728355159895311,-0.0556801815683272,86.6731358252506
444,123.0,159.0,1.242390057322698,0.6182618281146386,-0.2688044198243418,-0.1246897644802125,87.13455874769362
2090,657.0,983.0,0.4361576926289423,1.2725375188574208,-0.0525618238380261,,87.70420140539899
1542,460.0,958.0,0.4581448705970885,0.2887327800704931,-0.0401793351666732,,88.75267421555965
1490,440.0,654.0,0.2780580691147349,0.3312012825731614,-0.0068383139519543,0.0077697488820973,89.36851099249012
1272,369.0,470.0,0.6028465370784097,0.3068015763618579,-0.0556801815683272,-0.0632804987834987,89.77747617023951
1879,551.0,913.0,0.2888732238449911,0.255091083272486,-0.0030033910363513,,89.92695866514919
1947,610.0,824.0,1.3569992791473489,1.5607499465338996,-0.3269390478661211,-0.3478656610576447,90.27004119865626
85,97.0,308.0,1.247826790080195,0.5473839636844602,-0.3458129272339558,-0.13746368534939,90.32545509480188
205,108.0,201.0,0.7225884534571492,0.6143721323444158,-0.108596244427261,-0.0879489307879044,91.23675883143864
2162,824.0,950.0,1.5607499465338996,1.3716271127683657,-0.3478656610576447,,91.66662007483144
1493,440.0,669.0,0.2780580691147349,0.5338934680833116,-0.0068383139519543,-0.1918272594524772,91.83774079440316
1887,558.0,610.0,0.4841462695570797,1.3569992791473489,-0.0283634295386274,-0.3269390478661211,92.2761299663915
1178,308.0,385.0,0.5473839636844602,1.3079163700459553,-0.13746368534939,-0.3006173853868414,92.59343342225237
902,204.0,489.0,0.6114239007031497,0.6471197247059486,-0.2171631688072999,-0.1698529881224608,93.93859450709259
1199,308.0,619.0,0.5473839636844602,1.7727422258750565,-0.13746368534939,-0.4734585361609156,94.4335565073841
390,118.0,217.0,0.3798562175365543,0.539712012701127,-0.0991729534052208,-0.1364498662411186,94.55613315062105
1234,346.0,527.0,0.3877914368600148,1.2210648311922867,-0.0168756900538564,-0.2845261957865812,94.58217260968345
2145,813.0,824.0,0.8642150276187834,1.5607499465338996,-0.175939274222328,-0.3478656610576447,94.92931707004993
1718,526.0,550.0,0.4426510213935941,0.3306816090929487,-0.0707559855307007,-0.0820574712389312,94.96230636303353
1956,610.0,963.0,1.3569992791473489,0.6605751660104495,-0.3269390478661211,,95.09764972270067
36,64.0,538.0,0.4804471102051302,0.0044495280079726,-0.0946389306007677,-0.0078382362108335,95.67883908944253
1028,244.0,913.0,0.3699640090698128,0.255091083272486,-0.0127327447922631,,96.34548489623796
1708,523.0,913.0,0.2973625710367606,0.255091083272486,-0.0467493534154517,,96.4261705000829
681,159.0,346.0,0.6182618281146386,0.3877914368600148,-0.1246897644802125,-0.0168756900538564,96.43539267700366
139,101.0,159.0,1.0428293701656184,0.6182618281146386,-0.2188056403427634,-0.1246897644802125,96.51695492713245
1782,538.0,618.0,0.0044495280079726,0.3638977839865518,-0.0078382362108335,-0.0542154659393929,96.58522853143234
1519,460.0,558.0,0.4581448705970885,0.4841462695570797,-0.0401793351666732,-0.0283634295386274,96.60143061990652
607,141.0,909.0,0.7350417839778682,0.2060389342992028,-0.114435582810545,,97.4922414830777
406,118.0,478.0,0.3798562175365543,0.4731754205288183,-0.0991729534052208,-0.0650309915947531,98.73769189409927
887,204.0,257.0,0.6114239007031497,0.5563878226718764,-0.2171631688072999,-0.1728355159895311,99.1175112909903
1553,468.0,550.0,0.2370517424707365,0.3306816090929487,-0.0877330836376693,-0.0820574712389312,99.14322675872216
353,111.0,550.0,0.5407397106760765,0.3306816090929487,-0.1121622906534156,-0.0820574712389312,100.2830382791743
108,97.0,618.0,1.247826790080195,0.3638977839865518,-0.3458129272339558,-0.0542154659393929,100.70636922560226
523,131.0,478.0,0.2734970111348254,0.4731754205288183,0.0089768993939713,-0.0650309915947531,100.73814790624155
619,150.0,204.0,1.3920139742487887,0.6114239007031497,-0.3406909655776466,-0.2171631688072999,101.118319760905
1776,538.0,545.0,0.0044495280079726,0.4573672389475725,-0.0078382362108335,-0.0479998457382802,102.30222317317606
511,131.0,272.0,0.2734970111348254,0.3443565958799794,0.0089768993939713,-0.0824008272094793,102.48563749639166
1551,468.0,538.0,0.2370517424707365,0.0044495280079726,-0.0877330836376693,-0.0078382362108335,102.73948190184592
269,109.0,217.0,0.5228797155046276,0.539712012701127,-0.0671651894674969,-0.1364498662411186,102.95141201232873
627,150.0,369.0,1.3920139742487887,0.6028465370784097,-0.3406909655776466,-0.0556801815683272,103.21669229261315
810,180.0,618.0,1.1549035717395917,0.3638977839865518,-0.2920876525947573,-0.0542154659393929,103.57434354804889
338,111.0,385.0,0.5407397106760765,1.3079163700459553,-0.1121622906534156,-0.3006173853868414,103.6103218960687
201,108.0,150.0,0.7225884534571492,1.3920139742487887,-0.108596244427261,-0.3406909655776466,103.86755387797326
23,64.0,385.0,0.4804471102051302,1.3079163700459553,-0.0946389306007677,-0.3006173853868414,104.14602938691621
1837,550.0,618.0,0.3306816090929487,0.3638977839865518,-0.0820574712389312,-0.0542154659393929,104.2138833455619
215,108.0,385.0,0.7225884534571492,1.3079163700459553,-0.108596244427261,-0.3006173853868414,104.3283861002457
2175,907.0,909.0,0.9802829428936306,0.2060389342992028,,,105.26934306457895
1520,460.0,596.0,0.4581448705970885,0.6817910317689488,-0.0401793351666732,-0.2001264560099329,105.59679791047328
1122,262.0,909.0,0.1440649949977128,0.2060389342992028,0.0057264380254409,,105.61263590106888
2203,948.0,963.0,1.1472113494543803,0.6605751660104495,,,105.6472490519748
394,118.0,272.0,0.3798562175365543,0.3443565958799794,-0.0991729534052208,-0.0824008272094793,107.97881569237676
196,108.0,111.0,0.7225884534571492,0.5407397106760765,-0.108596244427261,-0.1121622906534156,108.48513002690582
1573,468.0,909.0,0.2370517424707365,0.2060389342992028,-0.0877330836376693,,108.48845110980876
929,204.0,913.0,0.6114239007031497,0.255091083272486,-0.2171631688072999,,109.63306320557855
1792,538.0,721.0,0.0044495280079726,0.5370507141905243,-0.0078382362108335,-0.2024180656034708,109.67855016735176
833,201.0,204.0,0.6143721323444158,0.6114239007031497,-0.0879489307879044,-0.2171631688072999,109.7687463148415
1087,262.0,385.0,0.1440649949977128,1.3079163700459553,0.0057264380254409,-0.3006173853868414,109.95661081364855
1100,262.0,538.0,0.1440649949977128,0.0044495280079726,0.0057264380254409,-0.0078382362108335,109.97616675591142
1032,244.0,958.0,0.3699640090698128,0.2887327800704931,-0.0127327447922631,,110.13566978579212
115,97.0,658.0,1.247826790080195,1.400580446831814,-0.3458129272339558,-0.3233799072499579,110.1747292933589
373,111.0,909.0,0.5407397106760765,0.2060389342992028,-0.1121622906534156,,110.49750998129498
543,131.0,669.0,0.2734970111348254,0.5338934680833116,0.0089768993939713,-0.1918272594524772,110.5643162276406
1897,558.0,715.0,0.4841462695570797,0.7949114140184914,-0.0283634295386274,-0.2072596685470298,110.8682784719921
313,109.0,913.0,0.5228797155046276,0.255091083272486,-0.0671651894674969,,111.09217003134367
161,101.0,489.0,1.0428293701656184,0.6471197247059486,-0.2188056403427634,-0.1698529881224608,111.20795065436911
1583,470.0,523.0,0.3068015763618579,0.2973625710367606,-0.0632804987834987,-0.0467493534154517,111.31373628260798
12,64.0,180.0,0.4804471102051302,1.1549035717395917,-0.0946389306007677,-0.2920876525947573,112.30544558191278
361,111.0,648.0,0.5407397106760765,0.7005990700568212,-0.1121622906534156,-0.1446564667726271,112.72603026663289
2049,653.0,907.0,0.2592395005352426,0.9802829428936306,0.058392862828585,,113.24818650848412
1110,262.0,648.0,0.1440649949977128,0.7005990700568212,0.0057264380254409,-0.1446564667726271,114.40022499132459
596,141.0,653.0,0.7350417839778682,0.2592395005352426,-0.114435582810545,0.058392862828585,114.51281737872195
242,108.0,658.0,0.7225884534571492,1.400580446831814,-0.108596244427261,-0.3233799072499579,114.52116675044579
407,118.0,489.0,0.3798562175365543,0.6471197247059486,-0.0991729534052208,-0.1698529881224608,114.7599020025553
286,109.0,489.0,0.5228797155046276,0.6471197247059486,-0.0671651894674969,-0.1698529881224608,114.79185992904381
1861,551.0,596.0,0.2888732238449911,0.6817910317689488,-0.0030033910363513,-0.2001264560099329,114.84235196824473
655,150.0,658.0,1.3920139742487887,1.400580446831814,-0.3406909655776466,-0.3233799072499579,115.0475008775988
1372,392.0,653.0,0.474474705316382,0.2592395005352426,-0.0202723417008456,0.058392862828585,115.49781602981899
1616,478.0,489.0,0.4731754205288183,0.6471197247059486,-0.0650309915947531,-0.1698529881224608,116.06988136982419
1980,619.0,621.0,1.7727422258750565,0.4747998361159471,-0.4734585361609156,-0.089738268432729,116.23914679183495
1568,468.0,721.0,0.2370517424707365,0.5370507141905243,-0.0877330836376693,-0.2024180656034708,116.3859369079623
1784,538.0,621.0,0.0044495280079726,0.4747998361159471,-0.0078382362108335,-0.089738268432729,116.42882413065256
11,64.0,175.0,0.4804471102051302,0.4007304775887341,-0.0946389306007677,-0.0783147327949063,117.19115047418994
58,64.0,909.0,0.4804471102051302,0.2060389342992028,-0.0946389306007677,,117.46090307233273
103,97.0,550.0,1.247826790080195,0.3306816090929487,-0.3458129272339558,-0.0820574712389312,117.5459935235128
1899,558.0,813.0,0.4841462695570797,0.8642150276187834,-0.0283634295386274,-0.175939274222328,117.8099839871677
1906,558.0,948.0,0.4841462695570797,1.1472113494543803,-0.0283634295386274,,118.16330511936908
1552,468.0,545.0,0.2370517424707365,0.4573672389475725,-0.0877330836376693,-0.0479998457382802,118.27656301909354
2164,824.0,963.0,1.5607499465338996,0.6605751660104495,-0.3478656610576447,,118.46279322944484
764,175.0,658.0,0.4007304775887341,1.400580446831814,-0.0783147327949063,-0.3233799072499579,118.53838311253935
2193,913.0,958.0,0.255091083272486,0.2887327800704931,,,119.28995567345322
1932,596.0,958.0,0.6817910317689488,0.2887327800704931,-0.2001264560099329,,119.43109359503816
385,118.0,159.0,0.3798562175365543,0.6182618281146386,-0.0991729534052208,-0.1246897644802125,119.45155093968175
327,111.0,180.0,0.5407397106760765,1.1549035717395917,-0.1121622906534156,-0.2920876525947573,119.73842372937294
67,97.0,108.0,1.247826790080195,0.7225884534571492,-0.3458129272339558,-0.108596244427261,119.87028145082608
492,123.0,909.0,1.242390057322698,0.2060389342992028,-0.2688044198243418,,120.23432494766963
206,108.0,204.0,0.7225884534571492,0.6114239007031497,-0.108596244427261,-0.2171631688072999,120.38387276214736
1002,244.0,523.0,0.3699640090698128,0.2973625710367606,-0.0127327447922631,-0.0467493534154517,120.46150456651029
118,97.0,721.0,1.247826790080195,0.5370507141905243,-0.3458129272339558,-0.2024180656034708,120.49884071041677
135,101.0,123.0,1.0428293701656184,1.242390057322698,-0.2188056403427634,-0.2688044198243418,120.66650438349322
540,131.0,654.0,0.2734970111348254,0.3312012825731614,0.0089768993939713,0.0077697488820973,121.12948714775312
785,180.0,262.0,1.1549035717395917,0.1440649949977128,-0.2920876525947573,0.0057264380254409,122.37298073506992
502,131.0,159.0,0.2734970111348254,0.6182618281146386,0.0089768993939713,-0.1246897644802125,122.67444987411457
602,141.0,721.0,0.7350417839778682,0.5370507141905243,-0.114435582810545,-0.2024180656034708,122.89928880360883
518,131.0,433.0,0.2734970111348254,0.4828167838344139,0.0089768993939713,-0.0511213924651077,123.01899521787865
1072,257.0,824.0,0.5563878226718764,1.5607499465338996,-0.1728355159895311,-0.3478656610576447,123.33601702960907
43,64.0,618.0,0.4804471102051302,0.3638977839865518,-0.0946389306007677,-0.0542154659393929,123.3759682616543
222,108.0,470.0,0.7225884534571492,0.3068015763618579,-0.108596244427261,-0.0632804987834987,123.41473704269336
2021,648.0,653.0,0.7005990700568212,0.2592395005352426,-0.1446564667726271,0.058392862828585,123.5650899883889
812,180.0,621.0,1.1549035717395917,0.4747998361159471,-0.2920876525947573,-0.089738268432729,123.64960208453664
455,123.0,346.0,1.242390057322698,0.3877914368600148,-0.2688044198243418,-0.0168756900538564,123.6627512645387
991,244.0,369.0,0.3699640090698128,0.6028465370784097,-0.0127327447922631,-0.0556801815683272,123.90212663171168
971,217.0,669.0,0.539712012701127,0.5338934680833116,-0.1364498662411186,-0.1918272594524772,123.91688981635231
1008,244.0,551.0,0.3699640090698128,0.2888732238449911,-0.0127327447922631,-0.0030033910363513,124.11234914336585
1689,523.0,558.0,0.2973625710367606,0.4841462695570797,-0.0467493534154517,-0.0283634295386274,124.24382363677682
210,108.0,262.0,0.7225884534571492,0.1440649949977128,-0.108596244427261,0.0057264380254409,124.30744898639733
160,101.0,478.0,1.0428293701656184,0.4731754205288183,-0.2188056403427634,-0.0650309915947531,124.3418707358986
686,159.0,433.0,0.6182618281146386,0.4828167838344139,-0.1246897644802125,-0.0511213924651077,124.74016618088007
1805,545.0,550.0,0.4573672389475725,0.3306816090929487,-0.0479998457382802,-0.0820574712389312,124.98915314793497
865,201.0,648.0,0.6143721323444158,0.7005990700568212,-0.0879489307879044,-0.1446564667726271,125.27063398383217
144,101.0,217.0,1.0428293701656184,0.539712012701127,-0.2188056403427634,-0.1364498662411186,125.29756483295287
351,111.0,538.0,0.5407397106760765,0.0044495280079726,-0.1121622906534156,-0.0078382362108335,125.64399302436456
758,175.0,619.0,0.4007304775887341,1.7727422258750565,-0.0783147327949063,-0.4734585361609156,126.8863859125066
110,97.0,621.0,1.247826790080195,0.4747998361159471,-0.3458129272339558,-0.089738268432729,127.48401408356096
1327,385.0,618.0,1.3079163700459553,0.3638977839865518,-0.3006173853868414,-0.0542154659393929,127.66009648394422
293,109.0,551.0,0.5228797155046276,0.2888732238449911,-0.0671651894674969,-0.0030033910363513,128.15453459851076
1518,460.0,551.0,0.4581448705970885,0.2888732238449911,-0.0401793351666732,-0.0030033910363513,128.163643527223
1839,550.0,621.0,0.3306816090929487,0.4747998361159471,-0.0820574712389312,-0.089738268432729,128.4919280607564
1205,308.0,658.0,0.5473839636844602,1.400580446831814,-0.13746368534939,-0.3233799072499579,128.54062188705203
1058,257.0,596.0,0.5563878226718764,0.6817910317689488,-0.1728355159895311,-0.2001264560099329,128.75867021661955
1215,308.0,944.0,0.5473839636844602,1.0557563320453802,-0.13746368534939,,129.39183609509575
2136,721.0,907.0,0.5370507141905243,0.9802829428936306,-0.2024180656034708,,130.41159524545597
46,64.0,648.0,0.4804471102051302,0.7005990700568212,-0.0946389306007677,-0.1446564667726271,130.5861781658176
1799,538.0,944.0,0.0044495280079726,1.0557563320453802,-0.0078382362108335,,130.81667717049007
2074,654.0,983.0,0.3312012825731614,1.2725375188574208,0.0077697488820973,,130.90152593947693
209,108.0,257.0,0.7225884534571492,0.5563878226718764,-0.108596244427261,-0.1728355159895311,131.16207770094962
1274,369.0,489.0,0.6028465370784097,0.6471197247059486,-0.0556801815683272,-0.1698529881224608,131.16830815462237
732,175.0,262.0,0.4007304775887341,0.1440649949977128,-0.0783147327949063,0.0057264380254409,131.46205028179773
911,204.0,596.0,0.6114239007031497,0.6817910317689488,-0.2171631688072999,-0.2001264560099329,131.62681143401156
1852,550.0,909.0,0.3306816090929487,0.2060389342992028,-0.0820574712389312,,131.82263627079487
968,217.0,654.0,0.539712012701127,0.3312012825731614,-0.1364498662411186,0.0077697488820973,132.2886531023774
426,118.0,669.0,0.3798562175365543,0.5338934680833116,-0.0991729534052208,-0.1918272594524772,132.49200071804134
1078,257.0,948.0,0.5563878226718764,1.1472113494543803,-0.1728355159895311,,132.53429499799418
101,97.0,538.0,1.247826790080195,0.0044495280079726,-0.3458129272339558,-0.0078382362108335,132.70278663485385
1907,558.0,950.0,0.4841462695570797,1.3716271127683657,-0.0283634295386274,,132.7152256046004
1900,558.0,824.0,0.4841462695570797,1.5607499465338996,-0.0283634295386274,-0.3478656610576447,132.90214986154822
2119,669.0,983.0,0.5338934680833116,1.2725375188574208,-0.1918272594524772,,133.27462352425218
326,111.0,175.0,0.5407397106760765,0.4007304775887341,-0.1121622906534156,-0.0783147327949063,133.4639055174561
323,111.0,141.0,0.5407397106760765,0.7350417839778682,-0.1121622906534156,-0.114435582810545,133.60621181276173
