,obj,ra_psf,dec_psf,g_psf,r_psf,i_psf,z_psf,y_psf,sg_psf,sr_psf,si_psf,sz_psf,sy_psf,g_r_psf,z_y_psf,sig_g_r_psf,sig_z_y_psf,sizecode_psf,ra_ap,dec_ap,g_ap,r_ap,i_ap,z_ap,y_ap,sg_ap,sr_ap,si_ap,sz_ap,sy_ap,g_r_ap,z_y_ap,sig_g_r_ap,sig_z_y_ap,sizecode_ap
27,433.0,122.60365405252651,-36.20204652305915,15.206659362919286,14.723644864695931,14.48812647619933,14.437266039737654,14.492236719248613,0.025263305171725425,0.040888741331355435,0.012980841425292286,0.029402813903713722,0.0556540627508794,0.48301449822335485,-0.054970679510958576,0.04806374679383852,0.06294362689053787,53.13669801311729,122.60365405252651,-36.20204652305915,15.204249000661935,14.707358793690183,14.473034742893086,14.427806672460664,14.491195545071914,0.013924710706956927,0.012949433645363585,0.012191061950468696,0.01435773894669367,0.036916664679986715,0.49689020697175224,-0.06338887261125059,0.019015399023110592,0.039610412756697994,107.21933275393366
28,440.0,122.61374646493172,-36.208323845290366,14.502407763053824,14.225089896757138,14.10180292503427,14.095002816387854,14.198870605854362,0.025373243062410972,0.03674068724418081,0.030920883994390976,0.03901819052403548,0.04547803967888721,0.277317866296686,-0.10386778946650743,0.04465063899519129,0.05992221027969822,70.24985918060729,122.61374646493172,-36.208323845290366,14.483233545867195,14.185703304591438,14.041153206201058,14.038695656410724,14.140265159965574,0.016865937596869763,0.020019123744032665,0.019974279012130683,0.01927809883295446,0.040593273504078986,0.2975302412757568,-0.10156950355485073,0.026176805888045194,0.044938390585223684,146.13043435892763
29,460.0,122.51555040839357,-36.080382154680954,15.65378373100449,15.19590975341124,15.006315532142626,14.96774156590683,15.016895911154117,0.023723278247636124,0.04534340222033724,0.010756895034560026,0.04103056351682724,0.06560441188296,0.4578739775932501,-0.049154345247288234,0.05117438866982242,0.07737858877633694,26.612921704658543,122.51555040839357,-36.080382154680954,15.645785851030736,15.17334808767751,14.965331595255531,14.923063488792135,14.980784036033597,0.018807516179223212,0.017573554793047286,0.014162537314941964,0.01804194594195139,0.05037532051197394,0.4724377633532253,-0.05772054724146258,0.025740095044423945,0.05350873508182004,57.69365112078653
30,468.0,122.46791708861198,-36.24317985566378,13.69161402037793,13.454342935543421,13.300912015666608,13.21364007506376,13.186400092714331,0.021773363072032564,0.02628043378173249,0.026197849111210328,0.049640809597207305,0.0393445870689088,0.23727108483450898,0.02723998234942826,0.034128295287379616,0.06334198062177354,114.31799624681203,122.46791708861198,-36.24317985566378,13.679268208216362,13.439388801985064,13.288983420092922,13.198769885775551,13.172372669785588,0.01329528451846594,0.01613847977712662,0.019621013474467878,0.011471569810753233,0.029327362663146544,0.23987940623129766,0.02639721598996303,0.02090968961854013,0.03149112755521318,230.1230114224449
31,470.0,122.51590542881526,-36.15600732295299,14.546817777592643,14.240100190342229,14.070187009337996,14.006906510554495,14.008693077436602,0.020436505367344517,0.019939870533403903,0.007799191133677619,0.019893264993872777,0.033842591259290476,0.3067175872504144,-0.001786566882106655,0.02855256886023411,0.039256374963308166,74.65467447227523,122.51590542881526,-36.15600732295299,14.530838587860337,14.227606116717606,14.043926836536862,13.993008313069978,13.997266254276992,0.013935980935793664,0.0134937979181564,0.014728912464114311,0.01283818090681453,0.03632700536746435,0.30323247114273144,-0.004257941207013616,0.01939830268087511,0.03852882308044046,150.69916869300215
32,478.0,122.56797123248535,-36.150387586565884,15.114800013759908,14.64162690466037,14.476303144740331,14.411304258620248,14.482329876353866,0.019823939698872785,0.01901396877611693,0.020931897264547552,0.03249909619459183,0.05482531039180577,0.47317310909953747,-0.07102561773361771,0.027468520051209422,0.06373386786492076,54.43478706898759,122.56797123248535,-36.150387586565884,15.10178407090958,14.619215225713774,14.428359010840694,14.376802171108078,14.44504863438546,0.016969989532542334,0.01504995626580349,0.010873512439221395,0.01313317081774071,0.04443254719751092,0.48256884519580723,-0.06824646327738115,0.022682189672454337,0.04633283313361047,112.31978288919215
33,489.0,122.53111512113169,-36.162795188451945,15.596580685021486,14.949005396203477,14.592830542110352,14.422977553987891,14.339696764792611,0.02375065927785509,0.016917838429430284,0.018651387238181067,0.01613264172352417,0.040806016761495874,0.6475752888180093,0.08328078919528004,0.029160025261598662,0.043879301873651945,53.851122300605425,122.53111512113169,-36.162795188451945,15.551808160357334,14.898193263482508,14.552417695840704,14.365760292961996,14.280031846442096,0.01562977428762718,0.012403114322099961,0.016931639137941594,0.013536038682956086,0.03805878690831049,0.6536148968748261,0.08572844651989975,0.01995312229124186,0.04039425211782821,113.42397070380042
34,523.0,122.49535468698458,-36.12991660337622,13.179311691716787,12.881949120680028,12.684985691328992,12.638662468326753,12.625087669814521,0.0237504290984307,0.02479268171869748,0.02818204414746734,0.04739831186019455,0.042037938251945794,0.2973625710367589,0.013574798512232533,0.034333073692348316,0.06335446487557658,143.06687658366232,122.49535468698458,-36.12991660337622,13.146537433264768,12.845649025222066,12.66783677100218,12.60981176609501,12.596940229355546,0.01126319438229685,0.014257543043622962,0.013093737737564162,0.011970224192014068,0.03450087978001492,0.30088840804270234,0.012871536739464062,0.018169674772382825,0.03651844702067875,289.018823390499
35,526.0,122.44162677899118,-36.24691808323041,15.44149307398185,14.999118772451606,14.84322357553144,14.772835233110907,14.821487102486955,0.021086477368259443,0.02685801359873112,0.007449412027335557,0.07052416118258027,0.05987424209729803,0.4423743015302435,-0.04865186937604804,0.03414663119945719,0.09251260550450635,36.35823834445464,122.44162677899118,-36.24691808323041,15.431315365038891,14.987660279525201,14.817232117534951,14.76921574262148,14.814499839935973,0.01338463691664494,0.01068455320972126,0.008724809708762415,0.014524720371825945,0.038674865878315146,0.44365508551369004,-0.04528409731449301,0.017126242514976235,0.041312380137017046,73.07842573785202
36,527.0,122.53500300463433,-36.25625573299832,15.274288118867512,14.05337218900489,13.44015733286472,13.15563113707814,13.021943076829547,0.026926572115214653,0.029305176185011248,0.014989410557133317,0.026157769229456996,0.035778149307055064,1.2209159298626222,0.13368806024859303,0.03979740741694622,0.044320479001241087,117.21844314609298,122.53500300463433,-36.25625573299832,15.27965835370409,14.047728247736051,13.419316411385726,13.15693160075347,13.008985855752815,0.013401616458408872,0.010630991190780743,0.019200160981752985,0.012649264166951333,0.02659099116830659,1.231930105968038,0.14794574500065494,0.017106177170740203,0.02944630189477582,234.306839924653
37,538.0,122.44030135169781,-36.225329186129954,12.810386632608873,12.805113351022689,12.80904982607676,12.801500463600863,12.830118344333258,0.189087523075045,0.022023373526843783,0.024952166944384756,0.03944369266614171,0.037707960969730725,0.005273281586184453,-0.02861788073239424,0.1903657541790502,0.05456826194442862,134.92497681995684,122.44030135169781,-36.225329186129954,12.793544626162962,12.792785606127008,12.80249497224393,12.791209705374628,12.835324382752685,0.013401697504228352,0.011079540217688378,0.023188355905648154,0.009236084305523659,0.02404589082165072,0.0007590200359537391,-0.0441146773780563,0.0173885510445872,0.025758690158963572,270.8790294625372
38,545.0,122.42873664678002,-36.25216890925029,14.485780449342364,14.028413210394792,13.8530368766415,13.807848021717074,13.830591921816044,0.02745629057902497,0.02465648546830893,0.010309538829110761,0.05339869666608168,0.06714323591520618,0.4573672389475725,-0.02274390009896976,0.03690244122017925,0.08578831467514231,84.60759891414628,122.42873664678002,-36.25216890925029,14.478014631304331,14.011221892669615,13.828096783454477,13.79595916851963,13.849589048069625,0.00691436025816008,0.010414119327467572,0.024001928860906546,0.00854369765718936,0.027336436678768276,0.46679273863471593,-0.05362987954999454,0.012500490356236316,0.028640452858671256,170.404083148037
39,550.0,122.44768675804008,-36.22099625632654,14.918728500893568,14.588117157929595,14.40202320382811,14.320583095793873,14.33532357607207,0.05436775359839847,0.02559484057302704,0.019405949299182115,0.05467075688891824,0.11620920464694742,0.330611342963973,-0.01474048027819741,0.060091168197122284,0.12842690879828614,58.97084521030634,122.44768675804008,-36.22099625632654,14.905478083335328,14.574188568195282,14.398223010845204,14.310507218746801,14.334589225778265,0.011019612705174238,0.009917204715027555,0.024349232306402607,0.013195750204228949,0.03260854971434614,0.3312895151400461,-0.02408200703146335,0.014825073812018686,0.03517734125719839,118.94927812531986
40,551.0,122.54926603586826,-36.103293360044596,14.162297725209768,13.874374836661724,13.725380562763236,13.724218485098078,13.805340003713855,0.041845993778297376,0.08532289849840943,0.0102714862329036,0.038512746374032375,0.07195486755288472,0.28792288854804404,-0.08112151861577743,0.09503201672838045,0.08161332365382337,88.78907574509611,122.54926603586826,-36.103293360044596,14.148772963376144,13.854099195934117,13.705367896875778,13.707268153129714,13.79275314659311,0.011548117592260251,0.015194276921447147,0.0018049432529841155,0.0125932869440602,0.03647679181388008,0.29467376744202767,-0.08548499346339611,0.019084681582103802,0.03858947028774282,179.27318468702856
41,558.0,122.48842620754581,-36.09586255698831,14.63823649197888,14.154163447557352,13.963306976036671,13.935174185538612,13.980435410675948,0.020454961188280087,0.034788302157971275,0.016089214896108928,0.03133263945669987,0.04400989069607505,0.4840730444215282,-0.045261225137336325,0.040356305631813645,0.0540241128978905,78.2412907230694,122.48842620754581,-36.09586255698831,14.62846707936739,14.129883590849747,13.927433898824315,13.908125545187648,13.971110578772093,0.009792646551287714,0.01521680999741197,0.01564326600561472,0.010432387190158534,0.039089423287937665,0.49858348851764234,-0.06298503358444485,0.018095503114746052,0.04045760392644314,159.18744548123522
42,596.0,122.51052346987692,-36.109432515643796,16.262683201472182,15.583184257718262,15.221442025285683,15.02166435752461,14.93961456181257,0.043648070891711827,0.07940979652907591,0.03654648207916811,0.08302470383382642,0.09397365164447215,0.6794989437539201,0.08204979571203985,0.09061495393894507,0.12539596743951215,23.916782123769487,122.51052346987692,-36.109432515643796,16.26327549235259,15.575947189291561,15.184981072834308,15.009633404221955,14.931194908409488,0.029258624762662798,0.02017501634923906,0.012788800269334821,0.019649643077235327,0.05429938974439569,0.6873283030610295,0.07843849581246687,0.03554009577497461,0.05774540847267881,49.03665957780454
43,610.0,122.45896076747934,-36.08638878582759,16.555579543767674,15.19901765566425,14.478389793826116,14.151632335009165,13.93849019248142,0.022161308878860465,0.046217136941112236,0.009634038400792022,0.09656224194510547,0.1352743897271252,1.3565618881034247,0.21314214252774377,0.051255705616621655,0.16620296954480457,67.41838324954176,122.45896076747934,-36.08638878582759,16.566451271486148,15.185263826766299,14.458430706971598,14.132021951276798,13.937282961253992,0.02625095982511174,0.014116198810636192,0.009650492811751121,0.008354792146387631,0.03650378145364379,1.3811874447198491,0.19473899002280604,0.029805703491127957,0.037447678328899496,136.79780487232023
