,mjd,res
0,59215.020833333336,-0.2093108120269369
1,59215.0625,-0.2084662951650389
2,59215.104166666664,-0.2044159909126535
3,59215.145833333336,-0.1978572481860017
4,59215.1875,-0.18777549630885115
5,59215.229166666664,-0.1762973130231058
6,59215.270833333336,-0.16647316768596543
7,59215.3125,-0.1555716153107305
8,59215.354166666664,-0.14044727815549707
9,59215.395833333336,-0.11998140794977186
10,59215.4375,-0.09923148193737497
11,59215.479166666664,-0.08107981794879593
12,59215.520833333336,-0.0628499010868977
13,59215.5625,-0.03881611451735889
14,59215.604166666664,-0.02873847310973976
15,59215.645833333336,-0.05630142058686127
16,59215.6875,-0.06446850912116098
17,59215.729166666664,-0.06144638032305472
18,59215.770833333336,-0.005823693578295375
19,59215.8125,-0.002815941378280895
20,59215.854166666664,0.00058463604075909
21,59215.895833333336,0.005232604604587632
22,59215.9375,0.018202811817902287
23,59215.979166666664,0.0378517329046093
24,59216.020833333336,0.05715464093887257
25,59216.0625,0.07871776727413393
26,59216.104166666664,0.08454682161412941
27,59216.145833333336,0.08322473272938913
28,59216.1875,0.08119482404939782
29,59216.229166666664,0.07767584255319271
30,59216.270833333336,0.07609094712844211
31,59216.3125,0.07211118903414548
32,59216.354166666664,0.0681221021141658
33,59216.395833333336,0.06418974041321168
34,59216.4375,0.06750460179130191
35,59216.479166666664,0.08597667003226617
36,59216.520833333336,0.09900856102941091
37,59216.5625,0.10466394138180357
38,59216.604166666664,0.1041973816456101
39,59216.645833333336,-0.07945190199057595
40,59216.6875,-0.08755113946867343
41,59216.729166666664,-0.08522769234199257
42,59216.770833333336,-0.03376081803152564
43,59216.8125,-0.035768647502936624
44,59216.854166666664,-0.04773726861722016
45,59216.895833333336,-0.06848819219434898
46,59216.9375,-0.08547485700387636
47,59216.979166666664,-0.08270382917436203
48,59217.020833333336,-0.05981928876291187
49,59217.0625,-0.022614056035284325
50,59217.104166666664,0.013904146252340377
51,59217.145833333336,0.04627710877424329
52,59217.1875,0.07671511892091076
53,59217.229166666664,0.10650208144281326
54,59217.270833333336,0.13802604428758003
55,59217.3125,0.16584209109139647
56,59217.354166666664,0.18410915393616323
57,59217.395833333336,0.19115348748473915
58,59217.4375,0.1918773522942665
59,59217.479166666664,0.18367677258760162
60,59217.520833333336,0.17074503854094125
61,59217.5625,0.1505522843761662
62,59217.604166666664,0.12441540073997981
63,59217.645833333336,0.1179346858428425
64,59217.6875,0.07414676455333846
65,59217.729166666664,0.028834781738100723
66,59217.770833333336,0.016774994670477383
67,59217.8125,-0.00105425917143398
68,59217.854166666664,-0.00734026031524615
69,59217.895833333336,-0.006932709259044101
70,59217.9375,-0.003951228408566987
71,59217.979166666664,0.005437415609540697
72,59218.020833333336,0.018847394495257186
73,59218.0625,0.039838183527641124
74,59218.104166666664,0.053288292207632315
75,59218.145833333336,0.060616037046688165
76,59218.1875,0.06713284129907371
